municipio_code,regiao_code,regiao_sigla,regiao_name
1303569,1,N,Norte
1303601,1,N,Norte
1303700,1,N,Norte
1303809,1,N,Norte
1303908,1,N,Norte
1303957,1,N,Norte
1304005,1,N,Norte
1304062,1,N,Norte
1304104,1,N,Norte
1304203,1,N,Norte
1304237,1,N,Norte
1304260,1,N,Norte
1304302,1,N,Norte
1304401,1,N,Norte
1400050,1,N,Norte
1400027,1,N,Norte
1400100,1,N,Norte
1400159,1,N,Norte
1400175,1,N,Norte
1400209,1,N,Norte
1400233,1,N,Norte
1400282,1,N,Norte
1400308,1,N,Norte
1400407,1,N,Norte
1400456,1,N,Norte
1400472,1,N,Norte
1400506,1,N,Norte
1400605,1,N,Norte
1400704,1,N,Norte
1500107,1,N,Norte
1500131,1,N,Norte
1500206,1,N,Norte
1500305,1,N,Norte
1500347,1,N,Norte
1500404,1,N,Norte
1500503,1,N,Norte
1500602,1,N,Norte
1500701,1,N,Norte
1500800,1,N,Norte
1500859,1,N,Norte
1500909,1,N,Norte
1500958,1,N,Norte
1501006,1,N,Norte
1501105,1,N,Norte
1501204,1,N,Norte
1501253,1,N,Norte
1501303,1,N,Norte
1501402,1,N,Norte
1501451,1,N,Norte
1501501,1,N,Norte
1501576,1,N,Norte
1501600,1,N,Norte
1501709,1,N,Norte
1501725,1,N,Norte
1501758,1,N,Norte
1501782,1,N,Norte
1501808,1,N,Norte
1501907,1,N,Norte
1502004,1,N,Norte
1501956,1,N,Norte
1502103,1,N,Norte
1502152,1,N,Norte
1502202,1,N,Norte
1502301,1,N,Norte
1502400,1,N,Norte
1502509,1,N,Norte
1502608,1,N,Norte
1502707,1,N,Norte
1502756,1,N,Norte
1502764,1,N,Norte
1502772,1,N,Norte
1502806,1,N,Norte
1502855,1,N,Norte
1502905,1,N,Norte
1502939,1,N,Norte
1502954,1,N,Norte
1503002,1,N,Norte
1503044,1,N,Norte
1503077,1,N,Norte
1503093,1,N,Norte
1503101,1,N,Norte
1503200,1,N,Norte
1503309,1,N,Norte
1503408,1,N,Norte
1503457,1,N,Norte
1503507,1,N,Norte
1503606,1,N,Norte
1503705,1,N,Norte
1503754,1,N,Norte
1503804,1,N,Norte
1503903,1,N,Norte
1504000,1,N,Norte
1504059,1,N,Norte
1504109,1,N,Norte
1504208,1,N,Norte
1504307,1,N,Norte
1504406,1,N,Norte
1504422,1,N,Norte
1504455,1,N,Norte
1504505,1,N,Norte
1504604,1,N,Norte
1504703,1,N,Norte
1504752,1,N,Norte
1504802,1,N,Norte
1504901,1,N,Norte
1504950,1,N,Norte
1504976,1,N,Norte
1505007,1,N,Norte
1505031,1,N,Norte
1505064,1,N,Norte
1505106,1,N,Norte
1505205,1,N,Norte
1505304,1,N,Norte
1505403,1,N,Norte
1505437,1,N,Norte
1505486,1,N,Norte
1505494,1,N,Norte
1505502,1,N,Norte
1505536,1,N,Norte
1505551,1,N,Norte
1505601,1,N,Norte
1505635,1,N,Norte
1505650,1,N,Norte
1505700,1,N,Norte
1505809,1,N,Norte
1505908,1,N,Norte
1506005,1,N,Norte
1506104,1,N,Norte
1506112,1,N,Norte
1506138,1,N,Norte
1506161,1,N,Norte
1506187,1,N,Norte
1506195,1,N,Norte
1506203,1,N,Norte
1506302,1,N,Norte
1506351,1,N,Norte
1506401,1,N,Norte
1506500,1,N,Norte
1506559,1,N,Norte
1506583,1,N,Norte
1506609,1,N,Norte
1506708,1,N,Norte
1506807,1,N,Norte
1506906,1,N,Norte
1507003,1,N,Norte
1507102,1,N,Norte
1507151,1,N,Norte
1507201,1,N,Norte
1507300,1,N,Norte
1507409,1,N,Norte
1507458,1,N,Norte
1507466,1,N,Norte
1507474,1,N,Norte
1507508,1,N,Norte
1507607,1,N,Norte
1507706,1,N,Norte
1507755,1,N,Norte
1507805,1,N,Norte
1507904,1,N,Norte
1507953,1,N,Norte
1507961,1,N,Norte
1507979,1,N,Norte
1508001,1,N,Norte
1508035,1,N,Norte
1508050,1,N,Norte
1508084,1,N,Norte
1508100,1,N,Norte
1508126,1,N,Norte
1508159,1,N,Norte
1508209,1,N,Norte
1508308,1,N,Norte
1508357,1,N,Norte
1508407,1,N,Norte
1600105,1,N,Norte
1600204,1,N,Norte
1600212,1,N,Norte
1600238,1,N,Norte
1600253,1,N,Norte
1600279,1,N,Norte
1600303,1,N,Norte
1600402,1,N,Norte
1600501,1,N,Norte
1600154,1,N,Norte
1600535,1,N,Norte
1600550,1,N,Norte
1600600,1,N,Norte
1600055,1,N,Norte
1600709,1,N,Norte
1600808,1,N,Norte
1700251,1,N,Norte
1700301,1,N,Norte
1700350,1,N,Norte
1700400,1,N,Norte
1700707,1,N,Norte
1701002,1,N,Norte
1701051,1,N,Norte
1701101,1,N,Norte
1701309,1,N,Norte
1701903,1,N,Norte
1702000,1,N,Norte
1702109,1,N,Norte
1702158,1,N,Norte
1702208,1,N,Norte
1702307,1,N,Norte
1702406,1,N,Norte
1702554,1,N,Norte
1702703,1,N,Norte
1702901,1,N,Norte
1703008,1,N,Norte
1703057,1,N,Norte
1703073,1,N,Norte
1703107,1,N,Norte
1703206,1,N,Norte
1703305,1,N,Norte
1703602,1,N,Norte
1703701,1,N,Norte
1703800,1,N,Norte
1703826,1,N,Norte
1703842,1,N,Norte
1703867,1,N,Norte
1703883,1,N,Norte
1703891,1,N,Norte
1703909,1,N,Norte
1704105,1,N,Norte
1705102,1,N,Norte
1704600,1,N,Norte
1705508,1,N,Norte
1716703,1,N,Norte
1705557,1,N,Norte
1705607,1,N,Norte
1706001,1,N,Norte
1706100,1,N,Norte
1706258,1,N,Norte
1706506,1,N,Norte
1707009,1,N,Norte
1707108,1,N,Norte
1707207,1,N,Norte
1707306,1,N,Norte
1707405,1,N,Norte
1707553,1,N,Norte
1707652,1,N,Norte
1707702,1,N,Norte
1708205,1,N,Norte
1708254,1,N,Norte
1708304,1,N,Norte
1709005,1,N,Norte
1709302,1,N,Norte
1709500,1,N,Norte
1709807,1,N,Norte
1710508,1,N,Norte
1710706,1,N,Norte
1710904,1,N,Norte
1711100,1,N,Norte
1711506,1,N,Norte
1711803,1,N,Norte
1711902,1,N,Norte
1711951,1,N,Norte
1712009,1,N,Norte
1712157,1,N,Norte
1712405,1,N,Norte
1712454,1,N,Norte
1712504,1,N,Norte
1712702,1,N,Norte
1712801,1,N,Norte
1713205,1,N,Norte
1713304,1,N,Norte
1713601,1,N,Norte
1713700,1,N,Norte
1713957,1,N,Norte
1714203,1,N,Norte
1714302,1,N,Norte
1714880,1,N,Norte
1715002,1,N,Norte
1715101,1,N,Norte
1715150,1,N,Norte
1715259,1,N,Norte
1715507,1,N,Norte
1721000,1,N,Norte
1715705,1,N,Norte
1713809,1,N,Norte
1715754,1,N,Norte
1716109,1,N,Norte
1716208,1,N,Norte
1716307,1,N,Norte
1716505,1,N,Norte
1716604,1,N,Norte
1716653,1,N,Norte
1717008,1,N,Norte
1717206,1,N,Norte
1717503,1,N,Norte
1717800,1,N,Norte
1717909,1,N,Norte
1718006,1,N,Norte
1718204,1,N,Norte
1718303,1,N,Norte
1718402,1,N,Norte
1718451,1,N,Norte
1718501,1,N,Norte
1718550,1,N,Norte
1718659,1,N,Norte
1718709,1,N,Norte
1718758,1,N,Norte
1718808,1,N,Norte
1718840,1,N,Norte
1718865,1,N,Norte
1718881,1,N,Norte
1718899,1,N,Norte
1718907,1,N,Norte
1719004,1,N,Norte
1720002,1,N,Norte
1720101,1,N,Norte
1720150,1,N,Norte
1720200,1,N,Norte
1720259,1,N,Norte
1720309,1,N,Norte
1720499,1,N,Norte
1720655,1,N,Norte
1720804,1,N,Norte
1720853,1,N,Norte
1720903,1,N,Norte
1720937,1,N,Norte
1720978,1,N,Norte
1721109,1,N,Norte
1721208,1,N,Norte
1721257,1,N,Norte
1721307,1,N,Norte
1722081,1,N,Norte
1722107,1,N,Norte
2100055,2,NE,Nordeste
2100105,2,NE,Nordeste
2100154,2,NE,Nordeste
2100204,2,NE,Nordeste
2100303,2,NE,Nordeste
2100402,2,NE,Nordeste
2100436,2,NE,Nordeste
2100477,2,NE,Nordeste
2100501,2,NE,Nordeste
2100550,2,NE,Nordeste
2100600,2,NE,Nordeste
2100709,2,NE,Nordeste
2100808,2,NE,Nordeste
2100832,2,NE,Nordeste
2100873,2,NE,Nordeste
2100907,2,NE,Nordeste
2100956,2,NE,Nordeste
2101004,2,NE,Nordeste
2101103,2,NE,Nordeste
2101202,2,NE,Nordeste
2101251,2,NE,Nordeste
2101301,2,NE,Nordeste
2101350,2,NE,Nordeste
2101400,2,NE,Nordeste
2101509,2,NE,Nordeste
2101608,2,NE,Nordeste
2101707,2,NE,Nordeste
2101772,2,NE,Nordeste
2101731,2,NE,Nordeste
2101806,2,NE,Nordeste
2101905,2,NE,Nordeste
2101939,2,NE,Nordeste
2101970,2,NE,Nordeste
2102002,2,NE,Nordeste
2102036,2,NE,Nordeste
2102077,2,NE,Nordeste
2102101,2,NE,Nordeste
2102150,2,NE,Nordeste
2102200,2,NE,Nordeste
2102309,2,NE,Nordeste
2102325,2,NE,Nordeste
2102358,2,NE,Nordeste
2102374,2,NE,Nordeste
2102408,2,NE,Nordeste
2102507,2,NE,Nordeste
2102556,2,NE,Nordeste
2102606,2,NE,Nordeste
2102705,2,NE,Nordeste
2102754,2,NE,Nordeste
2102804,2,NE,Nordeste
2102903,2,NE,Nordeste
2103000,2,NE,Nordeste
2103109,2,NE,Nordeste
2103125,2,NE,Nordeste
2103158,2,NE,Nordeste
2103174,2,NE,Nordeste
2103208,2,NE,Nordeste
2103257,2,NE,Nordeste
2103307,2,NE,Nordeste
2103406,2,NE,Nordeste
2103505,2,NE,Nordeste
2103554,2,NE,Nordeste
2103604,2,NE,Nordeste
2103703,2,NE,Nordeste
2103752,2,NE,Nordeste
2103802,2,NE,Nordeste
2103901,2,NE,Nordeste
2104008,2,NE,Nordeste
2104057,2,NE,Nordeste
2104073,2,NE,Nordeste
2104081,2,NE,Nordeste
2104099,2,NE,Nordeste
2104107,2,NE,Nordeste
2104206,2,NE,Nordeste
2104305,2,NE,Nordeste
2104404,2,NE,Nordeste
2104503,2,NE,Nordeste
2104552,2,NE,Nordeste
2104602,2,NE,Nordeste
2104628,2,NE,Nordeste
2104651,2,NE,Nordeste
2104677,2,NE,Nordeste
2104701,2,NE,Nordeste
2104800,2,NE,Nordeste
2104909,2,NE,Nordeste
2105005,2,NE,Nordeste
2105104,2,NE,Nordeste
2105153,2,NE,Nordeste
2105203,2,NE,Nordeste
2105302,2,NE,Nordeste
2105351,2,NE,Nordeste
2105401,2,NE,Nordeste
2105427,2,NE,Nordeste
2105450,2,NE,Nordeste
2105476,2,NE,Nordeste
2105500,2,NE,Nordeste
2105609,2,NE,Nordeste
2105658,2,NE,Nordeste
2105708,2,NE,Nordeste
2105807,2,NE,Nordeste
2105948,2,NE,Nordeste
2105906,2,NE,Nordeste
2105922,2,NE,Nordeste
2105963,2,NE,Nordeste
2105989,2,NE,Nordeste
2106003,2,NE,Nordeste
2106102,2,NE,Nordeste
2106201,2,NE,Nordeste
2106300,2,NE,Nordeste
2106326,2,NE,Nordeste
2106359,2,NE,Nordeste
2106375,2,NE,Nordeste
2106409,2,NE,Nordeste
2106508,2,NE,Nordeste
2106607,2,NE,Nordeste
2106631,2,NE,Nordeste
2106672,2,NE,Nordeste
2106706,2,NE,Nordeste
2106755,2,NE,Nordeste
2106805,2,NE,Nordeste
2106904,2,NE,Nordeste
2107001,2,NE,Nordeste
2107100,2,NE,Nordeste
2107209,2,NE,Nordeste
2107258,2,NE,Nordeste
2107308,2,NE,Nordeste
2107357,2,NE,Nordeste
2107407,2,NE,Nordeste
2107456,2,NE,Nordeste
2107506,2,NE,Nordeste
2107605,2,NE,Nordeste
2107704,2,NE,Nordeste
2107803,2,NE,Nordeste
2107902,2,NE,Nordeste
2108009,2,NE,Nordeste
2108058,2,NE,Nordeste
2108108,2,NE,Nordeste
2108207,2,NE,Nordeste
2108256,2,NE,Nordeste
2108306,2,NE,Nordeste
2108405,2,NE,Nordeste
2108454,2,NE,Nordeste
2108504,2,NE,Nordeste
2108603,2,NE,Nordeste
2108702,2,NE,Nordeste
2108801,2,NE,Nordeste
2108900,2,NE,Nordeste
2109007,2,NE,Nordeste
2109056,2,NE,Nordeste
2109106,2,NE,Nordeste
2109205,2,NE,Nordeste
2109239,2,NE,Nordeste
2109270,2,NE,Nordeste
2109304,2,NE,Nordeste
2109403,2,NE,Nordeste
2109452,2,NE,Nordeste
2109502,2,NE,Nordeste
2109551,2,NE,Nordeste
2109601,2,NE,Nordeste
2109700,2,NE,Nordeste
2109759,2,NE,Nordeste
2109809,2,NE,Nordeste
2109908,2,NE,Nordeste
2110005,2,NE,Nordeste
2110039,2,NE,Nordeste
2110104,2,NE,Nordeste
2110203,2,NE,Nordeste
2110237,2,NE,Nordeste
2110278,2,NE,Nordeste
2110302,2,NE,Nordeste
2110401,2,NE,Nordeste
2110500,2,NE,Nordeste
2110609,2,NE,Nordeste
2110658,2,NE,Nordeste
2110708,2,NE,Nordeste
2110807,2,NE,Nordeste
2110856,2,NE,Nordeste
2110906,2,NE,Nordeste
2111003,2,NE,Nordeste
2111029,2,NE,Nordeste
2111052,2,NE,Nordeste
2111078,2,NE,Nordeste
2111102,2,NE,Nordeste
2111201,2,NE,Nordeste
2111250,2,NE,Nordeste
2111300,2,NE,Nordeste
2111409,2,NE,Nordeste
2111508,2,NE,Nordeste
2111532,2,NE,Nordeste
2111573,2,NE,Nordeste
2111607,2,NE,Nordeste
2111631,2,NE,Nordeste
2111672,2,NE,Nordeste
2111706,2,NE,Nordeste
2111722,2,NE,Nordeste
2111748,2,NE,Nordeste
2111763,2,NE,Nordeste
2111789,2,NE,Nordeste
2111805,2,NE,Nordeste
2111904,2,NE,Nordeste
2111953,2,NE,Nordeste
2112001,2,NE,Nordeste
2112100,2,NE,Nordeste
2112209,2,NE,Nordeste
2112233,2,NE,Nordeste
2112274,2,NE,Nordeste
2112308,2,NE,Nordeste
2112407,2,NE,Nordeste
2112456,2,NE,Nordeste
2112506,2,NE,Nordeste
2112605,2,NE,Nordeste
2112704,2,NE,Nordeste
2112803,2,NE,Nordeste
2112852,2,NE,Nordeste
2112902,2,NE,Nordeste
2113009,2,NE,Nordeste
2114007,2,NE,Nordeste
2200053,2,NE,Nordeste
2200103,2,NE,Nordeste
2200202,2,NE,Nordeste
2200251,2,NE,Nordeste
2200277,2,NE,Nordeste
2200301,2,NE,Nordeste
2200400,2,NE,Nordeste
2200459,2,NE,Nordeste
2200509,2,NE,Nordeste
2200608,2,NE,Nordeste
2200707,2,NE,Nordeste
2200806,2,NE,Nordeste
2200905,2,NE,Nordeste
2200954,2,NE,Nordeste
2201002,2,NE,Nordeste
2201051,2,NE,Nordeste
2201101,2,NE,Nordeste
2201150,2,NE,Nordeste
2201176,2,NE,Nordeste
2201200,2,NE,Nordeste
2201309,2,NE,Nordeste
2201408,2,NE,Nordeste
2201507,2,NE,Nordeste
2201556,2,NE,Nordeste
2201572,2,NE,Nordeste
2201606,2,NE,Nordeste
2201705,2,NE,Nordeste
2201739,2,NE,Nordeste
2201770,2,NE,Nordeste
2201804,2,NE,Nordeste
2201903,2,NE,Nordeste
2201919,2,NE,Nordeste
2201929,2,NE,Nordeste
2201945,2,NE,Nordeste
2201960,2,NE,Nordeste
2201988,2,NE,Nordeste
2202000,2,NE,Nordeste
2202026,2,NE,Nordeste
2202059,2,NE,Nordeste
2202075,2,NE,Nordeste
2202083,2,NE,Nordeste
2202091,2,NE,Nordeste
2202109,2,NE,Nordeste
2202117,2,NE,Nordeste
2202133,2,NE,Nordeste
2202174,2,NE,Nordeste
2202208,2,NE,Nordeste
2202251,2,NE,Nordeste
2202307,2,NE,Nordeste
2202406,2,NE,Nordeste
2202455,2,NE,Nordeste
2202505,2,NE,Nordeste
2202539,2,NE,Nordeste
2202554,2,NE,Nordeste
2202604,2,NE,Nordeste
2202653,2,NE,Nordeste
2202703,2,NE,Nordeste
2202711,2,NE,Nordeste
2202729,2,NE,Nordeste
2202737,2,NE,Nordeste
2202752,2,NE,Nordeste
2202778,2,NE,Nordeste
2202802,2,NE,Nordeste
2202851,2,NE,Nordeste
2202901,2,NE,Nordeste
2203008,2,NE,Nordeste
2203107,2,NE,Nordeste
2203206,2,NE,Nordeste
2203230,2,NE,Nordeste
2203271,2,NE,Nordeste
2203255,2,NE,Nordeste
2203305,2,NE,Nordeste
2203354,2,NE,Nordeste
2203404,2,NE,Nordeste
2203453,2,NE,Nordeste
2203420,2,NE,Nordeste
2203503,2,NE,Nordeste
2203602,2,NE,Nordeste
2203701,2,NE,Nordeste
2203750,2,NE,Nordeste
2203800,2,NE,Nordeste
2203859,2,NE,Nordeste
2203909,2,NE,Nordeste
2204006,2,NE,Nordeste
2204105,2,NE,Nordeste
2204154,2,NE,Nordeste
2204204,2,NE,Nordeste
2204303,2,NE,Nordeste
2204352,2,NE,Nordeste
2204402,2,NE,Nordeste
2204501,2,NE,Nordeste
2204550,2,NE,Nordeste
2204600,2,NE,Nordeste
2204659,2,NE,Nordeste
2204709,2,NE,Nordeste
2204808,2,NE,Nordeste
2204907,2,NE,Nordeste
2205003,2,NE,Nordeste
2205102,2,NE,Nordeste
2205151,2,NE,Nordeste
2205201,2,NE,Nordeste
2205250,2,NE,Nordeste
2205276,2,NE,Nordeste
2205300,2,NE,Nordeste
2205359,2,NE,Nordeste
2205409,2,NE,Nordeste
2205458,2,NE,Nordeste
2205508,2,NE,Nordeste
2205516,2,NE,Nordeste
2205524,2,NE,Nordeste
2205532,2,NE,Nordeste
2205557,2,NE,Nordeste
2205573,2,NE,Nordeste
2205565,2,NE,Nordeste
2205581,2,NE,Nordeste
2205599,2,NE,Nordeste
2205540,2,NE,Nordeste
2205607,2,NE,Nordeste
2205706,2,NE,Nordeste
2205805,2,NE,Nordeste
2205854,2,NE,Nordeste
2205904,2,NE,Nordeste
2205953,2,NE,Nordeste
2206001,2,NE,Nordeste
2206050,2,NE,Nordeste
2206100,2,NE,Nordeste
2206209,2,NE,Nordeste
2206308,2,NE,Nordeste
2206357,2,NE,Nordeste
2206407,2,NE,Nordeste
2206506,2,NE,Nordeste
2206605,2,NE,Nordeste
2206654,2,NE,Nordeste
2206670,2,NE,Nordeste
2206696,2,NE,Nordeste
2206704,2,NE,Nordeste
2206720,2,NE,Nordeste
2206753,2,NE,Nordeste
2206803,2,NE,Nordeste
2207959,2,NE,Nordeste
2206902,2,NE,Nordeste
2206951,2,NE,Nordeste
2207009,2,NE,Nordeste
2207108,2,NE,Nordeste
2207207,2,NE,Nordeste
2207306,2,NE,Nordeste
2207355,2,NE,Nordeste
2207405,2,NE,Nordeste
2207504,2,NE,Nordeste
2207553,2,NE,Nordeste
2207603,2,NE,Nordeste
2207702,2,NE,Nordeste
2207751,2,NE,Nordeste
2207777,2,NE,Nordeste
2207793,2,NE,Nordeste
2207801,2,NE,Nordeste
2207850,2,NE,Nordeste
2207900,2,NE,Nordeste
2207934,2,NE,Nordeste
2208007,2,NE,Nordeste
2208106,2,NE,Nordeste
2208205,2,NE,Nordeste
2208304,2,NE,Nordeste
2208403,2,NE,Nordeste
2208502,2,NE,Nordeste
2208551,2,NE,Nordeste
2208601,2,NE,Nordeste
2208650,2,NE,Nordeste
2208700,2,NE,Nordeste
2208809,2,NE,Nordeste
2208858,2,NE,Nordeste
2208874,2,NE,Nordeste
2208908,2,NE,Nordeste
2209005,2,NE,Nordeste
2209104,2,NE,Nordeste
2209153,2,NE,Nordeste
2209203,2,NE,Nordeste
2209302,2,NE,Nordeste
2209377,2,NE,Nordeste
2209351,2,NE,Nordeste
2209401,2,NE,Nordeste
2209450,2,NE,Nordeste
2209500,2,NE,Nordeste
2209559,2,NE,Nordeste
2209609,2,NE,Nordeste
2209658,2,NE,Nordeste
2209708,2,NE,Nordeste
2209757,2,NE,Nordeste
2209807,2,NE,Nordeste
2209856,2,NE,Nordeste
2209872,2,NE,Nordeste
2209906,2,NE,Nordeste
2209955,2,NE,Nordeste
2209971,2,NE,Nordeste
2210003,2,NE,Nordeste
2210052,2,NE,Nordeste
2210102,2,NE,Nordeste
2210201,2,NE,Nordeste
2210300,2,NE,Nordeste
2210359,2,NE,Nordeste
2210375,2,NE,Nordeste
2210383,2,NE,Nordeste
2210391,2,NE,Nordeste
2210409,2,NE,Nordeste
2210508,2,NE,Nordeste
2210607,2,NE,Nordeste
2210623,2,NE,Nordeste
2210631,2,NE,Nordeste
2210656,2,NE,Nordeste
2210706,2,NE,Nordeste
2210805,2,NE,Nordeste
2210904,2,NE,Nordeste
2210938,2,NE,Nordeste
2210953,2,NE,Nordeste
2210979,2,NE,Nordeste
2211001,2,NE,Nordeste
2211100,2,NE,Nordeste
2211209,2,NE,Nordeste
2211308,2,NE,Nordeste
2211357,2,NE,Nordeste
2211407,2,NE,Nordeste
2211506,2,NE,Nordeste
2211605,2,NE,Nordeste
2211704,2,NE,Nordeste
2300101,2,NE,Nordeste
2300150,2,NE,Nordeste
2300200,2,NE,Nordeste
2300309,2,NE,Nordeste
2300408,2,NE,Nordeste
2300507,2,NE,Nordeste
2300606,2,NE,Nordeste
2300705,2,NE,Nordeste
2300754,2,NE,Nordeste
2300804,2,NE,Nordeste
2300903,2,NE,Nordeste
2301000,2,NE,Nordeste
2301109,2,NE,Nordeste
2301208,2,NE,Nordeste
2301257,2,NE,Nordeste
2301307,2,NE,Nordeste
2301406,2,NE,Nordeste
2301505,2,NE,Nordeste
2301604,2,NE,Nordeste
2301703,2,NE,Nordeste
2301802,2,NE,Nordeste
2301851,2,NE,Nordeste
2301901,2,NE,Nordeste
2301950,2,NE,Nordeste
2302008,2,NE,Nordeste
2302057,2,NE,Nordeste
2302107,2,NE,Nordeste
2302206,2,NE,Nordeste
2302305,2,NE,Nordeste
2302404,2,NE,Nordeste
2302503,2,NE,Nordeste
2302602,2,NE,Nordeste
2302701,2,NE,Nordeste
2302800,2,NE,Nordeste
2302909,2,NE,Nordeste
2303006,2,NE,Nordeste
2303105,2,NE,Nordeste
2303204,2,NE,Nordeste
2303303,2,NE,Nordeste
2303402,2,NE,Nordeste
2303501,2,NE,Nordeste
2303600,2,NE,Nordeste
2303659,2,NE,Nordeste
2303709,2,NE,Nordeste
2303808,2,NE,Nordeste
2303907,2,NE,Nordeste
2303931,2,NE,Nordeste
2303956,2,NE,Nordeste
2304004,2,NE,Nordeste
2304103,2,NE,Nordeste
2304202,2,NE,Nordeste
2304236,2,NE,Nordeste
2304251,2,NE,Nordeste
2304269,2,NE,Nordeste
2304277,2,NE,Nordeste
2304285,2,NE,Nordeste
2304301,2,NE,Nordeste
2304350,2,NE,Nordeste
2304400,2,NE,Nordeste
2304459,2,NE,Nordeste
2304509,2,NE,Nordeste
2304608,2,NE,Nordeste
2304657,2,NE,Nordeste
2304707,2,NE,Nordeste
2304806,2,NE,Nordeste
2304905,2,NE,Nordeste
2304954,2,NE,Nordeste
2305001,2,NE,Nordeste
2305100,2,NE,Nordeste
2305209,2,NE,Nordeste
2305233,2,NE,Nordeste
2305266,2,NE,Nordeste
2305308,2,NE,Nordeste
2305332,2,NE,Nordeste
2305357,2,NE,Nordeste
2305407,2,NE,Nordeste
2305506,2,NE,Nordeste
2305605,2,NE,Nordeste
2305654,2,NE,Nordeste
2305704,2,NE,Nordeste
2305803,2,NE,Nordeste
2305902,2,NE,Nordeste
2306009,2,NE,Nordeste
2306108,2,NE,Nordeste
2306207,2,NE,Nordeste
2306256,2,NE,Nordeste
2306306,2,NE,Nordeste
2306405,2,NE,Nordeste
2306504,2,NE,Nordeste
2306553,2,NE,Nordeste
2306603,2,NE,Nordeste
2306702,2,NE,Nordeste
2306801,2,NE,Nordeste
2306900,2,NE,Nordeste
2307007,2,NE,Nordeste
2307106,2,NE,Nordeste
2307205,2,NE,Nordeste
2307254,2,NE,Nordeste
2307304,2,NE,Nordeste
2307403,2,NE,Nordeste
2307502,2,NE,Nordeste
2307601,2,NE,Nordeste
2307635,2,NE,Nordeste
2307650,2,NE,Nordeste
2307700,2,NE,Nordeste
2307809,2,NE,Nordeste
2307908,2,NE,Nordeste
2308005,2,NE,Nordeste
2308104,2,NE,Nordeste
2308203,2,NE,Nordeste
2308302,2,NE,Nordeste
2308351,2,NE,Nordeste
2308377,2,NE,Nordeste
2308401,2,NE,Nordeste
2308500,2,NE,Nordeste
2308609,2,NE,Nordeste
2308708,2,NE,Nordeste
2308807,2,NE,Nordeste
2308906,2,NE,Nordeste
2309003,2,NE,Nordeste
2309102,2,NE,Nordeste
2309201,2,NE,Nordeste
2309300,2,NE,Nordeste
2309409,2,NE,Nordeste
2309458,2,NE,Nordeste
2309508,2,NE,Nordeste
2309607,2,NE,Nordeste
2309706,2,NE,Nordeste
