municipio_code,regiao_code,regiao_sigla,regiao_name
2309805,2,NE,Nordeste
2309904,2,NE,Nordeste
2310001,2,NE,Nordeste
2310100,2,NE,Nordeste
2310209,2,NE,Nordeste
2310258,2,NE,Nordeste
2310308,2,NE,Nordeste
2310407,2,NE,Nordeste
2310506,2,NE,Nordeste
2310605,2,NE,Nordeste
2310704,2,NE,Nordeste
2310803,2,NE,Nordeste
2310852,2,NE,Nordeste
2310902,2,NE,Nordeste
2310951,2,NE,Nordeste
2311009,2,NE,Nordeste
2311108,2,NE,Nordeste
2311207,2,NE,Nordeste
2311231,2,NE,Nordeste
2311264,2,NE,Nordeste
2311306,2,NE,Nordeste
2311355,2,NE,Nordeste
2311405,2,NE,Nordeste
2311504,2,NE,Nordeste
2311603,2,NE,Nordeste
2311702,2,NE,Nordeste
2311801,2,NE,Nordeste
2311900,2,NE,Nordeste
2311959,2,NE,Nordeste
2312205,2,NE,Nordeste
2312007,2,NE,Nordeste
2312106,2,NE,Nordeste
2312304,2,NE,Nordeste
2312403,2,NE,Nordeste
2312502,2,NE,Nordeste
2312601,2,NE,Nordeste
2312700,2,NE,Nordeste
2312809,2,NE,Nordeste
2312908,2,NE,Nordeste
2313005,2,NE,Nordeste
2313104,2,NE,Nordeste
2313203,2,NE,Nordeste
2313252,2,NE,Nordeste
2313302,2,NE,Nordeste
2313351,2,NE,Nordeste
2313401,2,NE,Nordeste
2313500,2,NE,Nordeste
2313559,2,NE,Nordeste
2313609,2,NE,Nordeste
2313708,2,NE,Nordeste
2313757,2,NE,Nordeste
2313807,2,NE,Nordeste
2313906,2,NE,Nordeste
2313955,2,NE,Nordeste
2314003,2,NE,Nordeste
2314102,2,NE,Nordeste
2400109,2,NE,Nordeste
2400208,2,NE,Nordeste
2400307,2,NE,Nordeste
2400406,2,NE,Nordeste
2400505,2,NE,Nordeste
2400604,2,NE,Nordeste
2400703,2,NE,Nordeste
2400802,2,NE,Nordeste
2400901,2,NE,Nordeste
2401008,2,NE,Nordeste
2401107,2,NE,Nordeste
2401206,2,NE,Nordeste
2401305,2,NE,Nordeste
2401404,2,NE,Nordeste
2401453,2,NE,Nordeste
2401503,2,NE,Nordeste
2401602,2,NE,Nordeste
2401651,2,NE,Nordeste
2401701,2,NE,Nordeste
2401800,2,NE,Nordeste
2401859,2,NE,Nordeste
2401909,2,NE,Nordeste
2402006,2,NE,Nordeste
2402105,2,NE,Nordeste
2402204,2,NE,Nordeste
2402303,2,NE,Nordeste
2402402,2,NE,Nordeste
2402501,2,NE,Nordeste
2402600,2,NE,Nordeste
2402709,2,NE,Nordeste
2402808,2,NE,Nordeste
2402907,2,NE,Nordeste
2403004,2,NE,Nordeste
2403103,2,NE,Nordeste
2403202,2,NE,Nordeste
2403301,2,NE,Nordeste
2403400,2,NE,Nordeste
2403509,2,NE,Nordeste
2403608,2,NE,Nordeste
2403707,2,NE,Nordeste
2403756,2,NE,Nordeste
2403806,2,NE,Nordeste
2403905,2,NE,Nordeste
2404002,2,NE,Nordeste
2404101,2,NE,Nordeste
2404200,2,NE,Nordeste
2404309,2,NE,Nordeste
2404408,2,NE,Nordeste
2404507,2,NE,Nordeste
2404606,2,NE,Nordeste
2404705,2,NE,Nordeste
2404804,2,NE,Nordeste
2404853,2,NE,Nordeste
2404903,2,NE,Nordeste
2405009,2,NE,Nordeste
2405108,2,NE,Nordeste
2405207,2,NE,Nordeste
2405306,2,NE,Nordeste
2405405,2,NE,Nordeste
2405504,2,NE,Nordeste
2405603,2,NE,Nordeste
2405702,2,NE,Nordeste
2405801,2,NE,Nordeste
2405900,2,NE,Nordeste
2406007,2,NE,Nordeste
2406106,2,NE,Nordeste
2406155,2,NE,Nordeste
2406205,2,NE,Nordeste
2406304,2,NE,Nordeste
2406403,2,NE,Nordeste
2406502,2,NE,Nordeste
2406601,2,NE,Nordeste
2406700,2,NE,Nordeste
2406809,2,NE,Nordeste
2406908,2,NE,Nordeste
2407005,2,NE,Nordeste
2407104,2,NE,Nordeste
2407203,2,NE,Nordeste
2407252,2,NE,Nordeste
2407302,2,NE,Nordeste
2407401,2,NE,Nordeste
2407500,2,NE,Nordeste
2407609,2,NE,Nordeste
2407708,2,NE,Nordeste
2407807,2,NE,Nordeste
2407906,2,NE,Nordeste
2408003,2,NE,Nordeste
2408102,2,NE,Nordeste
2408201,2,NE,Nordeste
2408300,2,NE,Nordeste
2408409,2,NE,Nordeste
2408508,2,NE,Nordeste
2408607,2,NE,Nordeste
2408706,2,NE,Nordeste
2408805,2,NE,Nordeste
2408904,2,NE,Nordeste
2403251,2,NE,Nordeste
2409100,2,NE,Nordeste
2409209,2,NE,Nordeste
2409308,2,NE,Nordeste
2409407,2,NE,Nordeste
2409506,2,NE,Nordeste
2409605,2,NE,Nordeste
2409704,2,NE,Nordeste
2409803,2,NE,Nordeste
2409902,2,NE,Nordeste
2410009,2,NE,Nordeste
2410108,2,NE,Nordeste
2410207,2,NE,Nordeste
2410256,2,NE,Nordeste
2410405,2,NE,Nordeste
2410504,2,NE,Nordeste
2410603,2,NE,Nordeste
2410702,2,NE,Nordeste
2410801,2,NE,Nordeste
2410900,2,NE,Nordeste
2408953,2,NE,Nordeste
2411007,2,NE,Nordeste
2411106,2,NE,Nordeste
2411205,2,NE,Nordeste
2409332,2,NE,Nordeste
2411403,2,NE,Nordeste
2411429,2,NE,Nordeste
2411502,2,NE,Nordeste
2411601,2,NE,Nordeste
2411700,2,NE,Nordeste
2411809,2,NE,Nordeste
2411908,2,NE,Nordeste
2412005,2,NE,Nordeste
2412104,2,NE,Nordeste
2412203,2,NE,Nordeste
2412302,2,NE,Nordeste
2412401,2,NE,Nordeste
2412500,2,NE,Nordeste
2412559,2,NE,Nordeste
2412609,2,NE,Nordeste
2412708,2,NE,Nordeste
2412807,2,NE,Nordeste
2412906,2,NE,Nordeste
2413003,2,NE,Nordeste
2413102,2,NE,Nordeste
2413201,2,NE,Nordeste
2410306,2,NE,Nordeste
2413300,2,NE,Nordeste
2413359,2,NE,Nordeste
2413409,2,NE,Nordeste
2413508,2,NE,Nordeste
2413557,2,NE,Nordeste
2413607,2,NE,Nordeste
2413706,2,NE,Nordeste
2413805,2,NE,Nordeste
2413904,2,NE,Nordeste
2414001,2,NE,Nordeste
2414100,2,NE,Nordeste
2414159,2,NE,Nordeste
2411056,2,NE,Nordeste
2414209,2,NE,Nordeste
2414308,2,NE,Nordeste
2414407,2,NE,Nordeste
2414456,2,NE,Nordeste
2414506,2,NE,Nordeste
2414605,2,NE,Nordeste
2414704,2,NE,Nordeste
2414753,2,NE,Nordeste
2414803,2,NE,Nordeste
2414902,2,NE,Nordeste
2415008,2,NE,Nordeste
2500106,2,NE,Nordeste
2500205,2,NE,Nordeste
2500304,2,NE,Nordeste
2500403,2,NE,Nordeste
2500502,2,NE,Nordeste
2500536,2,NE,Nordeste
2500577,2,NE,Nordeste
2500601,2,NE,Nordeste
2500734,2,NE,Nordeste
2500775,2,NE,Nordeste
2500809,2,NE,Nordeste
2500908,2,NE,Nordeste
2501005,2,NE,Nordeste
2501104,2,NE,Nordeste
2501153,2,NE,Nordeste
2501203,2,NE,Nordeste
2501302,2,NE,Nordeste
2501351,2,NE,Nordeste
2501401,2,NE,Nordeste
2501500,2,NE,Nordeste
2501534,2,NE,Nordeste
2501609,2,NE,Nordeste
2501575,2,NE,Nordeste
2501708,2,NE,Nordeste
2501807,2,NE,Nordeste
2501906,2,NE,Nordeste
2502003,2,NE,Nordeste
2502052,2,NE,Nordeste
2502102,2,NE,Nordeste
2502151,2,NE,Nordeste
2502201,2,NE,Nordeste
2502300,2,NE,Nordeste
2502409,2,NE,Nordeste
2502508,2,NE,Nordeste
2502706,2,NE,Nordeste
2502805,2,NE,Nordeste
2502904,2,NE,Nordeste
2503001,2,NE,Nordeste
2503100,2,NE,Nordeste
2503209,2,NE,Nordeste
2503308,2,NE,Nordeste
2503407,2,NE,Nordeste
2503506,2,NE,Nordeste
2503555,2,NE,Nordeste
2503605,2,NE,Nordeste
2503704,2,NE,Nordeste
2503753,2,NE,Nordeste
2503803,2,NE,Nordeste
2503902,2,NE,Nordeste
2504009,2,NE,Nordeste
2504033,2,NE,Nordeste
2504074,2,NE,Nordeste
2504108,2,NE,Nordeste
2504157,2,NE,Nordeste
2504207,2,NE,Nordeste
2504306,2,NE,Nordeste
2504355,2,NE,Nordeste
2504405,2,NE,Nordeste
2504504,2,NE,Nordeste
2504603,2,NE,Nordeste
2504702,2,NE,Nordeste
2504801,2,NE,Nordeste
2504850,2,NE,Nordeste
2504900,2,NE,Nordeste
2505006,2,NE,Nordeste
2505105,2,NE,Nordeste
2505238,2,NE,Nordeste
2505204,2,NE,Nordeste
2505279,2,NE,Nordeste
2505303,2,NE,Nordeste
2505352,2,NE,Nordeste
2505402,2,NE,Nordeste
2505600,2,NE,Nordeste
2505709,2,NE,Nordeste
2505808,2,NE,Nordeste
2505907,2,NE,Nordeste
2506004,2,NE,Nordeste
2506103,2,NE,Nordeste
2506202,2,NE,Nordeste
2506251,2,NE,Nordeste
2506301,2,NE,Nordeste
2506400,2,NE,Nordeste
2506509,2,NE,Nordeste
2506608,2,NE,Nordeste
2502607,2,NE,Nordeste
2506707,2,NE,Nordeste
2506806,2,NE,Nordeste
2506905,2,NE,Nordeste
2507002,2,NE,Nordeste
2507101,2,NE,Nordeste
2507200,2,NE,Nordeste
2507309,2,NE,Nordeste
2507408,2,NE,Nordeste
2507507,2,NE,Nordeste
2513653,2,NE,Nordeste
2507606,2,NE,Nordeste
2507705,2,NE,Nordeste
2507804,2,NE,Nordeste
2507903,2,NE,Nordeste
2508000,2,NE,Nordeste
2508109,2,NE,Nordeste
2508208,2,NE,Nordeste
2508307,2,NE,Nordeste
2508406,2,NE,Nordeste
2508505,2,NE,Nordeste
2508554,2,NE,Nordeste
2508604,2,NE,Nordeste
2508703,2,NE,Nordeste
2508802,2,NE,Nordeste
2508901,2,NE,Nordeste
2509008,2,NE,Nordeste
2509057,2,NE,Nordeste
2509107,2,NE,Nordeste
2509156,2,NE,Nordeste
2509206,2,NE,Nordeste
2509305,2,NE,Nordeste
2509339,2,NE,Nordeste
2509370,2,NE,Nordeste
2509396,2,NE,Nordeste
2509404,2,NE,Nordeste
2509503,2,NE,Nordeste
2509602,2,NE,Nordeste
2509701,2,NE,Nordeste
2509800,2,NE,Nordeste
2509909,2,NE,Nordeste
2510006,2,NE,Nordeste
2510105,2,NE,Nordeste
2510204,2,NE,Nordeste
2510303,2,NE,Nordeste
2510402,2,NE,Nordeste
2510501,2,NE,Nordeste
2510600,2,NE,Nordeste
2510659,2,NE,Nordeste
2510709,2,NE,Nordeste
2510808,2,NE,Nordeste
2510907,2,NE,Nordeste
2511004,2,NE,Nordeste
2511103,2,NE,Nordeste
2511202,2,NE,Nordeste
2512721,2,NE,Nordeste
2511301,2,NE,Nordeste
2511400,2,NE,Nordeste
2511509,2,NE,Nordeste
2511608,2,NE,Nordeste
2511707,2,NE,Nordeste
2511806,2,NE,Nordeste
2511905,2,NE,Nordeste
2512002,2,NE,Nordeste
2512036,2,NE,Nordeste
2512077,2,NE,Nordeste
2512101,2,NE,Nordeste
2512200,2,NE,Nordeste
2512309,2,NE,Nordeste
2512408,2,NE,Nordeste
2512507,2,NE,Nordeste
2512606,2,NE,Nordeste
2512705,2,NE,Nordeste
2512747,2,NE,Nordeste
2512754,2,NE,Nordeste
2512762,2,NE,Nordeste
2512788,2,NE,Nordeste
2512804,2,NE,Nordeste
2512903,2,NE,Nordeste
2513000,2,NE,Nordeste
2513109,2,NE,Nordeste
2513158,2,NE,Nordeste
2513208,2,NE,Nordeste
2513307,2,NE,Nordeste
2513356,2,NE,Nordeste
2513406,2,NE,Nordeste
2513703,2,NE,Nordeste
2513802,2,NE,Nordeste
2513505,2,NE,Nordeste
2513604,2,NE,Nordeste
2513851,2,NE,Nordeste
2513927,2,NE,Nordeste
2513901,2,NE,Nordeste
2513968,2,NE,Nordeste
2513943,2,NE,Nordeste
2513984,2,NE,Nordeste
2514008,2,NE,Nordeste
2500700,2,NE,Nordeste
2514107,2,NE,Nordeste
2514206,2,NE,Nordeste
2514305,2,NE,Nordeste
2514404,2,NE,Nordeste
2514503,2,NE,Nordeste
2514552,2,NE,Nordeste
2514602,2,NE,Nordeste
2514651,2,NE,Nordeste
2514701,2,NE,Nordeste
2514800,2,NE,Nordeste
2514453,2,NE,Nordeste
2514909,2,NE,Nordeste
2515005,2,NE,Nordeste
2515104,2,NE,Nordeste
2515203,2,NE,Nordeste
2515401,2,NE,Nordeste
2515302,2,NE,Nordeste
2515500,2,NE,Nordeste
2515609,2,NE,Nordeste
2515708,2,NE,Nordeste
2515807,2,NE,Nordeste
2515906,2,NE,Nordeste
2515930,2,NE,Nordeste
2515971,2,NE,Nordeste
2516003,2,NE,Nordeste
2516102,2,NE,Nordeste
2516151,2,NE,Nordeste
2516201,2,NE,Nordeste
2516300,2,NE,Nordeste
2516409,2,NE,Nordeste
2516508,2,NE,Nordeste
2516607,2,NE,Nordeste
2516706,2,NE,Nordeste
2516755,2,NE,Nordeste
2516805,2,NE,Nordeste
2516904,2,NE,Nordeste
2517001,2,NE,Nordeste
2517100,2,NE,Nordeste
2517209,2,NE,Nordeste
2505501,2,NE,Nordeste
2517407,2,NE,Nordeste
2600054,2,NE,Nordeste
2600104,2,NE,Nordeste
2600203,2,NE,Nordeste
2600302,2,NE,Nordeste
2600401,2,NE,Nordeste
2600500,2,NE,Nordeste
2600609,2,NE,Nordeste
2600708,2,NE,Nordeste
2600807,2,NE,Nordeste
2600906,2,NE,Nordeste
2601003,2,NE,Nordeste
2601052,2,NE,Nordeste
2601102,2,NE,Nordeste
2601201,2,NE,Nordeste
2601300,2,NE,Nordeste
2601409,2,NE,Nordeste
2601508,2,NE,Nordeste
2601607,2,NE,Nordeste
2601706,2,NE,Nordeste
2601805,2,NE,Nordeste
2601904,2,NE,Nordeste
2602001,2,NE,Nordeste
2602100,2,NE,Nordeste
2602209,2,NE,Nordeste
2602308,2,NE,Nordeste
2602407,2,NE,Nordeste
2602506,2,NE,Nordeste
2602605,2,NE,Nordeste
2602704,2,NE,Nordeste
2602803,2,NE,Nordeste
2602902,2,NE,Nordeste
2603009,2,NE,Nordeste
2603108,2,NE,Nordeste
2603207,2,NE,Nordeste
2603306,2,NE,Nordeste
2603405,2,NE,Nordeste
2603454,2,NE,Nordeste
2603504,2,NE,Nordeste
2603603,2,NE,Nordeste
2603702,2,NE,Nordeste
2603801,2,NE,Nordeste
2603900,2,NE,Nordeste
2603926,2,NE,Nordeste
2604007,2,NE,Nordeste
2604106,2,NE,Nordeste
2604155,2,NE,Nordeste
2604205,2,NE,Nordeste
2604304,2,NE,Nordeste
2604403,2,NE,Nordeste
2604502,2,NE,Nordeste
2604601,2,NE,Nordeste
2604700,2,NE,Nordeste
2604809,2,NE,Nordeste
2604908,2,NE,Nordeste
2605004,2,NE,Nordeste
2605103,2,NE,Nordeste
2605152,2,NE,Nordeste
2605202,2,NE,Nordeste
2605301,2,NE,Nordeste
2605400,2,NE,Nordeste
2605459,2,NE,Nordeste
2605509,2,NE,Nordeste
2605608,2,NE,Nordeste
2605707,2,NE,Nordeste
2605806,2,NE,Nordeste
2605905,2,NE,Nordeste
2606002,2,NE,Nordeste
2606101,2,NE,Nordeste
2606200,2,NE,Nordeste
2606309,2,NE,Nordeste
2606408,2,NE,Nordeste
2606507,2,NE,Nordeste
2606606,2,NE,Nordeste
2606705,2,NE,Nordeste
2606804,2,NE,Nordeste
2606903,2,NE,Nordeste
2607604,2,NE,Nordeste
2607000,2,NE,Nordeste
2607109,2,NE,Nordeste
2607208,2,NE,Nordeste
2607307,2,NE,Nordeste
2607406,2,NE,Nordeste
2607505,2,NE,Nordeste
2607653,2,NE,Nordeste
2607703,2,NE,Nordeste
2607752,2,NE,Nordeste
2607802,2,NE,Nordeste
2607901,2,NE,Nordeste
2607950,2,NE,Nordeste
2608008,2,NE,Nordeste
2608057,2,NE,Nordeste
2608107,2,NE,Nordeste
2608206,2,NE,Nordeste
2608255,2,NE,Nordeste
2608305,2,NE,Nordeste
2608404,2,NE,Nordeste
2608503,2,NE,Nordeste
2608453,2,NE,Nordeste
2608602,2,NE,Nordeste
2608701,2,NE,Nordeste
2608750,2,NE,Nordeste
2608800,2,NE,Nordeste
2608909,2,NE,Nordeste
2609006,2,NE,Nordeste
2609105,2,NE,Nordeste
2609154,2,NE,Nordeste
2609204,2,NE,Nordeste
2609303,2,NE,Nordeste
2614303,2,NE,Nordeste
2609402,2,NE,Nordeste
2609501,2,NE,Nordeste
2609600,2,NE,Nordeste
2609709,2,NE,Nordeste
2609808,2,NE,Nordeste
2609907,2,NE,Nordeste
2610004,2,NE,Nordeste
2610103,2,NE,Nordeste
2610202,2,NE,Nordeste
2610301,2,NE,Nordeste
2610400,2,NE,Nordeste
2610509,2,NE,Nordeste
2610608,2,NE,Nordeste
2610707,2,NE,Nordeste
2610806,2,NE,Nordeste
2610905,2,NE,Nordeste
2611002,2,NE,Nordeste
2611101,2,NE,Nordeste
2611200,2,NE,Nordeste
2611309,2,NE,Nordeste
2611408,2,NE,Nordeste
2611507,2,NE,Nordeste
2611533,2,NE,Nordeste
2611606,2,NE,Nordeste
2611705,2,NE,Nordeste
2611804,2,NE,Nordeste
2611903,2,NE,Nordeste
2612000,2,NE,Nordeste
2612109,2,NE,Nordeste
2612208,2,NE,Nordeste
2612307,2,NE,Nordeste
2612406,2,NE,Nordeste
2612455,2,NE,Nordeste
2612471,2,NE,Nordeste
2612505,2,NE,Nordeste
2612554,2,NE,Nordeste
2612604,2,NE,Nordeste
2612703,2,NE,Nordeste
2612802,2,NE,Nordeste
2612901,2,NE,Nordeste
2613008,2,NE,Nordeste
2613107,2,NE,Nordeste
2613206,2,NE,Nordeste
2613305,2,NE,Nordeste
2613404,2,NE,Nordeste
2613503,2,NE,Nordeste
2613602,2,NE,Nordeste
2613701,2,NE,Nordeste
2613800,2,NE,Nordeste
2613909,2,NE,Nordeste
2614006,2,NE,Nordeste
2614105,2,NE,Nordeste
2614204,2,NE,Nordeste
2614402,2,NE,Nordeste
2614501,2,NE,Nordeste
2614600,2,NE,Nordeste
2614709,2,NE,Nordeste
2614808,2,NE,Nordeste
2614857,2,NE,Nordeste
2615003,2,NE,Nordeste
2615102,2,NE,Nordeste
2615201,2,NE,Nordeste
2615300,2,NE,Nordeste
2615409,2,NE,Nordeste
2615508,2,NE,Nordeste
2615607,2,NE,Nordeste
2615706,2,NE,Nordeste
2615805,2,NE,Nordeste
2615904,2,NE,Nordeste
2616001,2,NE,Nordeste
2616100,2,NE,Nordeste
2616183,2,NE,Nordeste
2616209,2,NE,Nordeste
2616308,2,NE,Nordeste
2616407,2,NE,Nordeste
2616506,2,NE,Nordeste
2700102,2,NE,Nordeste
2700201,2,NE,Nordeste
2700300,2,NE,Nordeste
2700409,2,NE,Nordeste
2700508,2,NE,Nordeste
2700607,2,NE,Nordeste
2700706,2,NE,Nordeste
2700805,2,NE,Nordeste
2700904,2,NE,Nordeste
2701001,2,NE,Nordeste
2701100,2,NE,Nordeste
2701209,2,NE,Nordeste
2701308,2,NE,Nordeste
2701357,2,NE,Nordeste
2701407,2,NE,Nordeste
2701506,2,NE,Nordeste
2701605,2,NE,Nordeste
2701704,2,NE,Nordeste
2701803,2,NE,Nordeste
2701902,2,NE,Nordeste
2702009,2,NE,Nordeste
2702108,2,NE,Nordeste
2702207,2,NE,Nordeste
2702306,2,NE,Nordeste
2702355,2,NE,Nordeste
2702405,2,NE,Nordeste
2702504,2,NE,Nordeste
2702553,2,NE,Nordeste
2702603,2,NE,Nordeste
2702702,2,NE,Nordeste
2702801,2,NE,Nordeste
2702900,2,NE,Nordeste
2703007,2,NE,Nordeste
2703106,2,NE,Nordeste
2703205,2,NE,Nordeste
2703304,2,NE,Nordeste
2703403,2,NE,Nordeste
2703502,2,NE,Nordeste
2703601,2,NE,Nordeste
2703700,2,NE,Nordeste
2703759,2,NE,Nordeste
2703809,2,NE,Nordeste
2703908,2,NE,Nordeste
2704005,2,NE,Nordeste
2704104,2,NE,Nordeste
2704203,2,NE,Nordeste
2704302,2,NE,Nordeste
2704401,2,NE,Nordeste
2704906,2,NE,Nordeste
2704500,2,NE,Nordeste
2704609,2,NE,Nordeste
2704708,2,NE,Nordeste
2704807,2,NE,Nordeste
2705002,2,NE,Nordeste
2705101,2,NE,Nordeste
2705200,2,NE,Nordeste
2705309,2,NE,Nordeste
2705408,2,NE,Nordeste
2705507,2,NE,Nordeste
2705606,2,NE,Nordeste
2705705,2,NE,Nordeste
2705804,2,NE,Nordeste
2705903,2,NE,Nordeste
2706000,2,NE,Nordeste
2706109,2,NE,Nordeste
2706208,2,NE,Nordeste
2706307,2,NE,Nordeste
2706406,2,NE,Nordeste
2706422,2,NE,Nordeste
2706448,2,NE,Nordeste
2706505,2,NE,Nordeste
2706604,2,NE,Nordeste
2706703,2,NE,Nordeste
2706802,2,NE,Nordeste
2706901,2,NE,Nordeste
2707008,2,NE,Nordeste
2707107,2,NE,Nordeste
2707206,2,NE,Nordeste
2707305,2,NE,Nordeste
2707404,2,NE,Nordeste
2707503,2,NE,Nordeste
2707602,2,NE,Nordeste
2707701,2,NE,Nordeste
2707800,2,NE,Nordeste
2707909,2,NE,Nordeste
2708006,2,NE,Nordeste
2708105,2,NE,Nordeste
2708204,2,NE,Nordeste
2708303,2,NE,Nordeste
2708402,2,NE,Nordeste
2708501,2,NE,Nordeste
2708600,2,NE,Nordeste
2708709,2,NE,Nordeste
2708808,2,NE,Nordeste
2708907,2,NE,Nordeste
2708956,2,NE,Nordeste
2709004,2,NE,Nordeste
2709103,2,NE,Nordeste
2709152,2,NE,Nordeste
2709202,2,NE,Nordeste
2709301,2,NE,Nordeste
2709400,2,NE,Nordeste
2800100,2,NE,Nordeste
2800209,2,NE,Nordeste
2800308,2,NE,Nordeste
2800407,2,NE,Nordeste
2800506,2,NE,Nordeste
2800605,2,NE,Nordeste
2800670,2,NE,Nordeste
2800704,2,NE,Nordeste
2801009,2,NE,Nordeste
2801108,2,NE,Nordeste
2801207,2,NE,Nordeste
2801306,2,NE,Nordeste
2801405,2,NE,Nordeste
2801504,2,NE,Nordeste
2801603,2,NE,Nordeste
2801702,2,NE,Nordeste
2801900,2,NE,Nordeste
2802007,2,NE,Nordeste
2802106,2,NE,Nordeste
2802205,2,NE,Nordeste
2802304,2,NE,Nordeste
2802403,2,NE,Nordeste
2802502,2,NE,Nordeste
2802601,2,NE,Nordeste
2802700,2,NE,Nordeste
2802809,2,NE,Nordeste
2802908,2,NE,Nordeste
2803005,2,NE,Nordeste
2803104,2,NE,Nordeste
2803203,2,NE,Nordeste
2803302,2,NE,Nordeste
2803401,2,NE,Nordeste
2803500,2,NE,Nordeste
2803609,2,NE,Nordeste
2803708,2,NE,Nordeste
2803807,2,NE,Nordeste
2803906,2,NE,Nordeste
2804003,2,NE,Nordeste
2804102,2,NE,Nordeste
2804201,2,NE,Nordeste
2804300,2,NE,Nordeste
2804409,2,NE,Nordeste
2804458,2,NE,Nordeste
2804508,2,NE,Nordeste
2804607,2,NE,Nordeste
2804706,2,NE,Nordeste
2804805,2,NE,Nordeste
2804904,2,NE,Nordeste
2805000,2,NE,Nordeste
2805109,2,NE,Nordeste
2805208,2,NE,Nordeste
2805307,2,NE,Nordeste
2805406,2,NE,Nordeste
2805505,2,NE,Nordeste
2805604,2,NE,Nordeste
2805703,2,NE,Nordeste
2805802,2,NE,Nordeste
2805901,2,NE,Nordeste
2806008,2,NE,Nordeste
2806107,2,NE,Nordeste
2806206,2,NE,Nordeste
2806305,2,NE,Nordeste
2806503,2,NE,Nordeste
2806404,2,NE,Nordeste
2806602,2,NE,Nordeste
2806701,2,NE,Nordeste
2806800,2,NE,Nordeste
2806909,2,NE,Nordeste
2807006,2,NE,Nordeste
2807105,2,NE,Nordeste
2807204,2,NE,Nordeste
2807303,2,NE,Nordeste
2807402,2,NE,Nordeste
2807501,2,NE,Nordeste
2807600,2,NE,Nordeste
2900108,2,NE,Nordeste
2900207,2,NE,Nordeste
2900306,2,NE,Nordeste
2900355,2,NE,Nordeste
2900405,2,NE,Nordeste
2900603,2,NE,Nordeste
2900702,2,NE,Nordeste
2900801,2,NE,Nordeste
2900900,2,NE,Nordeste
2901007,2,NE,Nordeste
2901106,2,NE,Nordeste
2901155,2,NE,Nordeste
2901205,2,NE,Nordeste
2901304,2,NE,Nordeste
2901353,2,NE,Nordeste
2901403,2,NE,Nordeste
2901502,2,NE,Nordeste
2901601,2,NE,Nordeste
2901700,2,NE,Nordeste
2901809,2,NE,Nordeste
2901908,2,NE,Nordeste
2901957,2,NE,Nordeste
2902054,2,NE,Nordeste
2902005,2,NE,Nordeste
2902104,2,NE,Nordeste
2902203,2,NE,Nordeste
2902252,2,NE,Nordeste
2902302,2,NE,Nordeste
2902401,2,NE,Nordeste
2902500,2,NE,Nordeste
2902609,2,NE,Nordeste
2902658,2,NE,Nordeste
2902708,2,NE,Nordeste
2902807,2,NE,Nordeste
2902906,2,NE,Nordeste
2903003,2,NE,Nordeste
2903102,2,NE,Nordeste
2903201,2,NE,Nordeste
2903235,2,NE,Nordeste
2903300,2,NE,Nordeste
2903276,2,NE,Nordeste
2903409,2,NE,Nordeste
2903508,2,NE,Nordeste
2903607,2,NE,Nordeste
2903706,2,NE,Nordeste
2903805,2,NE,Nordeste
2903904,2,NE,Nordeste
2903953,2,NE,Nordeste
2904001,2,NE,Nordeste
2904050,2,NE,Nordeste
2904100,2,NE,Nordeste
2904209,2,NE,Nordeste
2904308,2,NE,Nordeste
2904407,2,NE,Nordeste
2904506,2,NE,Nordeste
2904605,2,NE,Nordeste
2904704,2,NE,Nordeste
2904753,2,NE,Nordeste
2904803,2,NE,Nordeste
2904852,2,NE,Nordeste
2904902,2,NE,Nordeste
2905008,2,NE,Nordeste
2905107,2,NE,Nordeste
2905156,2,NE,Nordeste
2905206,2,NE,Nordeste
2905305,2,NE,Nordeste
2905404,2,NE,Nordeste
2905503,2,NE,Nordeste
2905602,2,NE,Nordeste
2905701,2,NE,Nordeste
2905800,2,NE,Nordeste
2905909,2,NE,Nordeste
2906006,2,NE,Nordeste
2906105,2,NE,Nordeste
2906204,2,NE,Nordeste
2906303,2,NE,Nordeste
2906402,2,NE,Nordeste
2906501,2,NE,Nordeste
2906600,2,NE,Nordeste
2906709,2,NE,Nordeste
2906808,2,NE,Nordeste
2906824,2,NE,Nordeste
2906857,2,NE,Nordeste
2906873,2,NE,Nordeste
2906899,2,NE,Nordeste
2906907,2,NE,Nordeste
2907004,2,NE,Nordeste
2907103,2,NE,Nordeste
2907202,2,NE,Nordeste
2907301,2,NE,Nordeste
2907400,2,NE,Nordeste
2907509,2,NE,Nordeste
2907558,2,NE,Nordeste
2907608,2,NE,Nordeste
2907707,2,NE,Nordeste
2907806,2,NE,Nordeste
2907905,2,NE,Nordeste
2908002,2,NE,Nordeste
2908101,2,NE,Nordeste
2908200,2,NE,Nordeste
2908309,2,NE,Nordeste
2908408,2,NE,Nordeste
2908507,2,NE,Nordeste
2908606,2,NE,Nordeste
2908705,2,NE,Nordeste
2908804,2,NE,Nordeste
2908903,2,NE,Nordeste
2909000,2,NE,Nordeste
2909109,2,NE,Nordeste
2909208,2,NE,Nordeste
2909307,2,NE,Nordeste
2909406,2,NE,Nordeste
2909505,2,NE,Nordeste
2909604,2,NE,Nordeste
2909703,2,NE,Nordeste
2909802,2,NE,Nordeste
2909901,2,NE,Nordeste
2910008,2,NE,Nordeste
2910057,2,NE,Nordeste
2910107,2,NE,Nordeste
2910206,2,NE,Nordeste
2910305,2,NE,Nordeste
2910404,2,NE,Nordeste
