city,city_code,proportion_bolsonaro
SAPUCAIA,1507755,0.4572425828970332
MARAPANIM,1504406,0.3284821903242956
MONTE ALEGRE,1504802,0.5143809523809524
PARAGOMINAS,1505502,0.5813743413270244
PORTEL,1505809,0.2927624429471854
SÃO FRANCISCO DO PARÁ,1507409,0.3655504311209144
TOMÉ-AÇU,1508001,0.371336864066763
TUCURUÍ,1508100,0.45131445800549325
VIGIA,1508209,0.3078628189042242
VISEU,1508308,0.16934660058264916
GARRAFÃO DO NORTE,1503077,0.26075800894362583
BREJO GRANDE DO ARAGUAIA,1501758,0.3723849372384937
PRACUÚBA,1600550,0.34187643020594966
CALÇOENE,1600204,0.347329037622116
PEDRA BRANCA DO AMAPARI,1600154,0.40245000900738603
SERRA DO NAVIO,1600055,0.4909688013136289
LARANJAL DO JARI,1600279,0.41089240945217903
TARTARUGALZINHO,1600709,0.3630683790350573
ALTO ALEGRE DO MARANHÃO,2100436,0.16647341394732482
ALDEIAS ALTAS,2100303,0.16345326217937683
APICUM-AÇU,2100832,0.21518987341772153
AMAPÁ DO MARANHÃO,2100550,0.21328029375764995
ARAGUANÃ,2100873,0.118488253319714
ARAIOSES,2100907,0.11305419843842747
BERNARDO DO MEARIM,2101939,0.24212034383954154
AXIXÁ,2101103,0.16145913498537787
BARÃO DE GRAJAÚ,2101509,0.10893032384690873
CAJAPIÓ,2102408,0.0784678319077724
CIDELÂNDIA,2103257,0.2345878861459598
CÂNDIDO MENDES,2102606,0.20476592155208773
CONCEIÇÃO DO LAGO-AÇU,2103554,0.196014196014196
CANTANHEDE,2102705,0.13886925795053004
COROATÁ,2103604,0.2766808789767137
ITAIPAVA DO GRAJAÚ,2105351,0.18314676616915423
MARACAÇUMÉ,2106326,0.24063478354744683
MARAJÁ DO SENA,2106359,0.1521992087502909
GRAJAÚ,2104800,0.30020219891318084
ICATU,2105104,0.1226280834914611
IMPERATRIZ,2105302,0.5499341034188697
LIMA CAMPOS,2106003,0.30046674445740956
MAGALHÃES DE ALMEIDA,2106300,0.21324453380246294
SÃO DOMINGOS DO AZEITÃO,2110658,0.1517814726840855
MATA ROMA,2106409,0.15901434209259793
SÃO FRANCISCO DO BREJÃO,2110856,0.3653569224439416
MIRINZAL,2106805,0.19154929577464788
SÃO JOSÉ DOS BASÍLIOS,2111250,0.1049736967957915
SÃO PEDRO DA ÁGUA BRANCA,2111532,0.31453252032520324
MONTES ALTOS,2107001,0.25486979700635637
SÃO PEDRO DOS CRENTES,2111573,0.5749464668094219
SÃO RAIMUNDO DO DOCA BEZERRA,2111631,0.14976825028968713
NINA RODRIGUES,2107209,0.1321203876891685
SATUBINHA,2111722,0.19102861562258314
SENADOR ALEXANDRE COSTA,2111748,0.17720530835284934
PAÇO DO LUMIAR,2107506,0.37552716701469924
SUCUPIRA DO RIACHÃO,2111953,0.10507757404795487
TRIZIDELA DO VALE,2112233,0.3084819016747704
PRESIDENTE DUTRA,2109106,0.2855461754924533
ROSÁRIO,2109601,0.19589287404182834
SANTA LUZIA,2110005,0.16909418343812202
SANTO ANTÔNIO DOS LOPES,2110302,0.23838342394091702
SÃO BENEDITO DO RIO PRETO,2110401,0.10995073891625616
SÃO RAIMUNDO DAS MANGABEIRAS,2111607,0.3032920138183296
TURIAÇU,2112407,0.14009546539379475
VIANA,2112803,0.2116700684355865
VITÓRIA DO MEARIM,2112902,0.20483027132254533
SANTA INÊS,2109908,0.315944355270198
ESTREITO,2104057,0.39388773126223403
SANTA LUZIA DO PARUÁ,2110039,0.23323615160349853
ZÉ DOCA,2114007,0.21026497539836592
ÁGUA BRANCA,2200202,0.2605902616143748
BOM PRINCÍPIO DO PIAUÍ,2201919,0.18883039597161821
BURITI DOS MONTES,2202026,0.10540419830281375
ANTÔNIO ALMEIDA,2200806,0.29670886075949365
COLÔNIA DO GURGUÉIA,2202752,0.16441821247892074
BARRAS,2201200,0.20772508482600804
LAGOA ALEGRE,2205557,0.11744022503516174
BOCAINA,2201804,0.19719029374201788
MARCOLÂNDIA,2205953,0.20276497695852536
PATOS DO PIAUÍ,2207777,0.13022049286640727
PASSAGEM FRANCA DO PIAUÍ,2207751,0.1762081784386617
CAMPO MAIOR,2202208,0.25542735691513585
CAPITÃO DE CAMPOS,2202406,0.13886475528525918
CONCEIÇÃO DO CANINDÉ,2202802,0.11704834605597965
SÃO LOURENÇO DO PIAUÍ,2210359,0.07812945537496435
CRISTALÂNDIA DO PIAUÍ,2203008,0.1493212669683258
BARRA D'ALCÂNTARA,2201176,0.12697734074390765
CURIMATÁ,2203206,0.16266173752310537
DOM INOCÊNCIO,2203453,0.08549172346640702
ILHA GRANDE,2204659,0.17926747311827956
JUREMA,2205532,0.12185238784370478
FRONTEIRAS,2204303,0.16671624033313504
HUGO NAPOLEÃO,2204600,0.18761518614080352
NOSSA SENHORA DE NAZARÉ,2206753,0.1142483660130719
PAQUETÁ,2207553,0.11030176899063475
LUÍS CORREIA,2205706,0.1871915719434433
LUZILÂNDIA,2205805,0.2148496921405288
MANOEL EMÍDIO,2205904,0.1589984350547731
MARCOS PARENTE,2206001,0.27087198515769945
MIGUEL ALVES,2206209,0.15419989522090924
DOMINGOS MOURÃO,2203420,0.12290937378451965
PAES LANDIM,2207306,0.26944757609921083
PAULISTANA,2207801,0.13601647644383422
RIO GRANDE DO PIAUÍ,2209005,0.12056928034371643
SÃO FÉLIX DO PIAUÍ,2209609,0.22146507666098808
SEBASTIÃO BARROS,2210623,0.14451476793248946
SÃO MIGUEL DO TAPUIO,2210409,0.12882138050374928
ASSUNÇÃO DO PIAUÍ,2201051,0.11525867714472822
BOQUEIRÃO DO PIAUÍ,2201945,0.10986964618249534
SOCORRO DO PIAUÍ,2210904,0.15733143061006066
CURRAL NOVO DO PIAUÍ,2203271,0.07035497281739686
JÚLIO BORGES,2205524,0.11278195488721804
PAJEÚ DO PIAUÍ,2207355,0.16218637992831542
LAGOA DO PIAUÍ,2205581,0.19530516431924883
LAGOINHA DO PIAUÍ,2205540,0.14241960183767227
MORRO DO CHAPÉU DO PIAUÍ,2206670,0.16158618829241975
TAMBORIL DO PIAUÍ,2210953,0.12014885699096226
ACARAÚ,2300200,0.2064061713902398
GRAÇA,2304657,0.10640799529688419
ALCÂNTARAS,2300507,0.13622338784325824
QUITERIANÓPOLIS,2311264,0.14315828063422234
CHOROZINHO,2303956,0.23074457000881624
ARACOIABA,2301208,0.19607734192688075
ARARIPE,2301307,0.0861244019138756
ARATUBA,2301406,0.18210821847881573
ASSARÉ,2301604,0.122118572199522
BARBALHA,2301901,0.2607771175579634
BARROQUINHA,2302057,0.128
BOA VIAGEM,2302404,0.10246263646963219
CANINDÉ,2302800,0.16668677751767744
CARIDADE,2303006,0.14772925004350096
CARIÚS,2303303,0.14516275274276907
CARNAUBAL,2303402,0.24169721204043096
CRATO,2304202,0.15408355718123107
FRECHEIRINHA,2304509,0.22505114798817913
IBARETAMA,2305266,0.14787979570020193
IGUATU,2305506,0.1717640633533588
ITAIÇABA,2306207,0.2390745501285347
ITAPAJÉ,2306306,0.2861625242376168
ITAPIÚNA,2306504,0.16581679111272993
JAGUARIBE,2306900,0.17117117117117117
JAGUARUANA,2307007,0.2618462798075939
JARDIM,2307106,0.13736411219970474
LIMOEIRO DO NORTE,2307601,0.21098265895953758
MARCO,2307809,0.4010782021304235
MORADA NOVA,2308708,0.2262001202080121
MUCAMBO,2309003,0.1814015197201785
MULUNGU,2309102,0.17295338494481963
PACUJÁ,2309904,0.1225442043222004
PALHANO,2310001,0.2866252191933684
RUSSAS,2311801,0.26624997029255887
TAMBORIL,2313203,0.14914089347079038
URUOCA,2313906,0.17862165963431786
VÁRZEA ALEGRE,2314003,0.16116165464079235
MARACANAÚ,2307650,0.3931384078835314
AMONTADA,2300754,0.17131618212234934
DEPUTADO IRAPUAN PINHEIRO,2304269,0.08808493904836807
CAIÇARA DO NORTE,2401859,0.30143112701252234
AFONSO BEZERRA,2400307,0.21703821656050956
SÃO MIGUEL DO GOSTOSO,2412559,0.2719112988384372
ITAJÁ,2404853,0.22061019842116492
ALMINO AFONSO,2400604,0.169164265129683
ARÊS,2401206,0.2895026273982647
CAIÇARA DO RIO DO VENTO,2401909,0.2338873125253344
CANGUARETAMA,2402204,0.22442358938709303
CARNAUBAIS,2402501,0.20418436369356616
CERRO CORÁ,2402709,0.2154794742820055
CORONEL EZEQUIEL,2402808,0.186875
EXTREMOZ,2403608,0.41922490082392433
GALINHOS,2404101,0.36100131752305664
GOVERNADOR DIX-SEPT ROSADO,2404309,0.2036528590187418
JANDAÍRA,2405108,0.2586639879457559
JANDUÍS,2405207,0.14922925549360447
JARDIM DE ANGICOS,2405504,0.1885593220338983
JARDIM DE PIRANHAS,2405603,0.16141380630343244
JARDIM DO SERIDÓ,2405702,0.36772670462435775
JOÃO DIAS,2405900,0.1636266094420601
JUCURUTU,2406106,0.22491833877741485
LAGOA D'ANTA,2406205,0.19919354838709677
LAGOA DE PEDRAS,2406304,0.22641894650877908
LAGOA DE VELHOS,2406403,0.2889767237593325
LAGOA SALGADA,2406601,0.2950379266750948
FRUTUOSO GOMES,2404002,0.13649851632047477
MONTANHAS,2407708,0.18331303288672351
MONTE DAS GAMELEIRAS,2407906,0.2779840848806366
NOVA CRUZ,2408300,0.33214536422053026
PARAÚ,2408706,0.24629182476716108
PASSA E FICA,2409100,0.32672811059907836
PAU DOS FERROS,2409407,0.23400695931477516
SERRA CAIADA,2410306,0.21752374126500626
RIACHO DA CRUZ,2410702,0.191342843089031
RIACHO DE SANTANA,2410801,0.10979929161747344
SANTO ANTÔNIO,2411502,0.26474686483975846
SÃO FERNANDO,2411809,0.25483234714003944
SÃO MIGUEL,2412500,0.1458492975734355
SÃO RAFAEL,2412807,0.2431598436535692
SENADOR ELÓI DE SOUZA,2413102,0.2412127716662195
SÍTIO NOVO,2413706,0.17449238578680204
TIMBAÚBA DOS BATISTAS,2414308,0.3604004449388209
UPANEMA,2414605,0.36928857108229307
VÁRZEA,2414704,0.32777458309373203
RIACHÃO DO BACAMARTE,2512754,0.2020997375328084
SÃO JOÃO DO RIO DO PEIXE,2500700,0.15182509148916204
LOGRADOURO,2508554,0.3299009900990099
SERTÃOZINHO,2515930,0.24650127226463103
RIACHÃO,2512747,0.24261138067931187
AREIAL,2501203,0.31001890359168244
CARAÚBAS,2504074,0.18175916910094125
SANTO ANDRÉ,2513851,0.2012745618693574
SÃO DOMINGOS,2513968,0.22216981132075472
POÇO DE JOSÉ DE MOURA,2512077,0.15475787334913646
BORBOREMA,2502706,0.2117160140082776
BREJO DO CRUZ,2502805,0.2771826852531181
CAAPORÃ,2503001,0.2948109346865281
CAIÇARA,2503605,0.30723465016658735
ALCANTIL,2500536,0.3713235294117647
CARRAPATEIRA,2504108,0.09437890353920889
MATURÉIA,2509396,0.15808727462764569
CUBATI,2505006,0.2643478260869565
DONA INÊS,2505709,0.15038560411311053
FAGUNDES,2506103,0.1879175946547884
INGÁ,2506806,0.2919236974470912
ITABAIANA,2506905,0.33424985899605186
ITAPORANGA,2507002,0.2174728770699078
JERICÓ,2507408,0.13280434328669868
JURU,2508000,0.12354439592430859
LAGOA DE DENTRO,2508208,0.21232578397212543
LAGOA SECA,2508307,0.4109477677664115
MALTA,2508802,0.1668047500690417
MARI,2509107,0.24800442582786691
MULUNGU,2509800,0.23123262279888787
PIANCÓ,2511301,0.24610662725929294
PILAR,2511509,0.24210243312273155
PITIMBU,2511905,0.2786942786942787
POCINHOS,2512002,0.35048456389249677
PRATA,2512200,0.2911711711711712
REMÍGIO,2512705,0.22725946103706587
SANTA HELENA,2513307,0.09893307468477207
SANTA TERESINHA,2513802,0.2692926045016077
SÃO JOÃO DO TIGRE,2514107,0.16250917094644168
SÃO JOSÉ DE CAIANA,2514305,0.12917933130699089
SÃO JOSÉ DE PIRANHAS,2514503,0.14799672935404742
SÃO JOSÉ DO BONFIM,2514602,0.2740134028294862
SÃO MIGUEL DE TAIPU,2515005,0.3149874914714578
SÃO SEBASTIÃO DO UMBUZEIRO,2515203,0.1404399323181049
SERRARIA,2515906,0.22036082474226804
SOLÂNEA,2516003,0.27851212221853205
AFRÂNIO,2600203,0.1889039242219215
AGRESTINA,2600302,0.207604616582879
XEXÉU,2616506,0.23169833554278982
ÁGUA PRETA,2600401,0.19534581195345813
VERTENTE DO LÉRIO,2616183,0.16941852117731515
ÁGUAS BELAS,2600500,0.18884816996799184
ALAGOINHA,2600609,0.11997729852440409
ARAÇOIABA,2601052,0.24333759046402725
ARARIPINA,2601102,0.17306846503445242
CASINHAS,2604155,0.15940180848597263
MANARI,2609154,0.0758520828692359
JATOBÁ,2608057,0.13734407484407485
BREJO DA MADRE DE DEUS,2602605,0.29211445154854215
CABO DE SANTO AGOSTINHO,2602902,0.31456421423756936
CABROBÓ,2603009,0.14638196915776988
CACHOEIRINHA,2603108,0.24675090252707582
CAMUTANGA,2603603,0.3113329635792198
CUMARU,2604908,0.2111088337774134
FEIRA NOVA,2605400,0.3382905572879188
FERREIROS,2605509,0.279796511627907
GLÓRIA DO GOITÁ,2606101,0.23372226588477119
IGUARACY,2606903,0.14029468289557975
INAJÁ,2607000,0.07002772358558373
JATAÚBA,2608008,0.17280334728033472
LIMOEIRO,2608909,0.28096017457719585
MACAPARANA,2609006,0.3230279609002046
MIRANDIBA,2609303,0.14897445124145375
OLINDA,2609600,0.4348696863187214
OROBÓ,2609709,0.19097138250705362
OROCÓ,2609808,0.17737757493524114
OURICURI,2609907,0.11226883587728118
PALMEIRINA,2610103,0.11173974540311174
PARANATAMA,2610301,0.12938977166510882
PARNAMIRIM,2610400,0.08289213749506125
PAUDALHO,2610608,0.3624566908544159
POÇÃO,2611200,0.13464601129289128
PRIMAVERA,2611408,0.24937359883950944
RIBEIRÃO,2611804,0.28262968043489306
SALGUEIRO,2612208,0.185387771049033
SÃO BENEDITO DO SUL,2612901,0.17037186742118027
SÃO BENTO DO UNA,2613008,0.2399648034861309
MOREILÂNDIA,2614303,0.08011423418006915
SURUBIM,2614501,0.3287107768245387
TACAIMBÓ,2614709,0.21952549768202892
ITAMBÉ,2607653,0.2685859441151566
TERRA NOVA,2615201,0.076759410801964
TIMBAÚBA,2615300,0.3293898305084746
TORITAMA,2615409,0.42985831729928287
TUPANATINGA,2615805,0.1251746297848561
ABREU E LIMA,2600054,0.4093309281731715
ÁGUA BRANCA,2700102,0.07859078590785908
JEQUIÁ DA PRAIA,2703759,0.4528301886792453
BELO MONTE,2700904,0.14235500878734622
CAMPO ALEGRE,2701407,0.2688867745004757
COLÔNIA LEOPOLDINA,2702108,0.3893447106443496
FLEXEIRAS,2702801,0.47606483226535995
IGREJA NOVA,2703205,0.20503505955900989
JARAMATAIA,2703700,0.14137086903304774
MARECHAL DEODORO,2704708,0.566626213592233
MAR VERMELHO,2704906,0.23947256486601445
MATRIZ DE CAMARAGIBE,2705101,0.4861892160105855
NOVO LINO,2705606,0.418086500655308
OLHO D'ÁGUA DAS FLORES,2705705,0.30178728391444476
PALESTINA,2706208,0.1574108127988231
PIAÇABUÇU,2706802,0.27531041069723017
PILAR,2706901,0.46765301530153014
PORTO CALVO,2707305,0.4986590680522964
PORTO REAL DO COLÉGIO,2707503,0.164009324009324
RIO LARGO,2707701,0.49720712943685574
ROTEIRO,2707800,0.3354642313546423
SANTANA DO IPANEMA,2708006,0.2116454779894132
SANTANA DO MUNDAÚ,2708105,0.18940692492286595
SÃO JOSÉ DA LAJE,2708303,0.36884598508117594
SÃO LUÍS DO QUITUNDE,2708501,0.4192167772309009
CRAÍBAS,2702355,0.15783141589593203
FERNANDO DE NORONHA,2605459,0.511430437622469
BARAÚNA,2401453,0.3187701108330354
BARROCAS,2903276,0.14346332592442917
BURITIRAMA,2904753,0.1932300404618573
CAPIM GROSSO,2906873,0.32078559738134205
FÁTIMA,2910750,0.11337099811676082
FILADÉLFIA,2910859,0.2089377133105802
GUAJERU,2911659,0.12695533892541375
JOÃO DOURADO,2918357,0.29735381645620523
AREIA BRANCA,2800506,0.28746243022756546
CEDRO DE SÃO JOÃO,2801603,0.2802275960170697
FEIRA NOVA,2802205,0.19730941704035873
FREI PAULO,2802304,0.38697104677060135
GENERAL MAYNARD,2802502,0.25898520084566595
GARARU,2802403,0.12965538556637304
GRACHO CARDOSO,2802601,0.1646576663452266
ITABAIANA,2802908,0.34275807982829076
JAPARATUBA,2803302,0.2583170254403131
MACAMBIRA,2803708,0.28397891359156546
MALHADOR,2803906,0.22023895206563984
MONTE ALEGRE DE SERGIPE,2804201,0.20866141732283464
NEÓPOLIS,2804409,0.23419025924720685
NOSSA SENHORA DAS DORES,2804607,0.3098890224075776
NOSSA SENHORA DE LOURDES,2804706,0.1683405069344811
NOSSA SENHORA DO SOCORRO,2804805,0.43072277028387357
POÇO REDONDO,2805406,0.2041210560206053
SIRIRI,2807204,0.23522999781992587
ABARÉ,2900207,0.21794333683105982
ACAJUTIBA,2900306,0.19892183288409704
AMARGOSA,2901007,0.3321908638140631
ANAGÉ,2901205,0.2066639577407558
ANGUERA,2901502,0.13829287392325765
ANTÔNIO GONÇALVES,2901809,0.2273596384495046
APORÁ,2901908,0.195455626933143
ARACI,2902104,0.12699270467441232
ARATUÍPE,2902302,0.15140974002196997
BARRA DO MENDES,2903003,0.09197166469893743
BARREIRAS,2903201,0.40528091257637544
BOA VISTA DO TUPIM,2903805,0.2627397571217796
BUERAREMA,2904704,0.5526408657804964
CACHOEIRA,2904902,0.16166047924400945
CAÉM,2905107,0.12558727864112756
CAIRU,2905404,0.2992914182881566
CAMAMU,2905800,0.3472604117765408
CANARANA,2906204,0.16471219437418563
CANAVIEIRAS,2906303,0.32718078381795196
CANSANÇÃO,2906808,0.1052997115076397
CASA NOVA,2907202,0.16521174330995064
CONCEIÇÃO DO COITÉ,2908408,0.3511302995360811
CONCEIÇÃO DO JACUÍPE,2908507,0.2567854478682504
DÁRIO MEIRA,2910008,0.1683534449202024
ENTRE RIOS,2910503,0.18261831473643708
ESPLANADA,2910602,0.19453884917379585
FIRMINO ALVES,2910909,0.27020038784744665
FLORESTA AZUL,2911006,0.25343851132686085
GANDU,2911204,0.3693356503141291
GOVERNADOR MANGABEIRA,2911600,0.20802005012531327
IBOTIRAMA,2913200,0.2973937099592312
INHAMBUPE,2913705,0.19645967968530487
IPECAETÁ,2913804,0.14565570442549736
IPIAÚ,2913903,0.3138378480772874
IPIRÁ,2914000,0.17583466798078107
IRAMAIA,2914307,0.21310861423220973
IRAQUARA,2914406,0.07623848153107034
ITABELA,2914653,0.32565950598278637
ITABUNA,2914802,0.48689268142681424
ITAETÉ,2915007,0.237012987012987
ITAGIBÁ,2915205,0.28468612554978007
ITAMBÉ,2915809,0.2930212014134276
ITAPARICA,2916104,0.18774829175274113
ITAPÉ,2916203,0.3291055839235711
ITAPICURU,2916500,0.10290991230401275
ITARANTIM,2916807,0.40344294857647317
ITIÚBA,2917003,0.24559887676854952
JAGUARARI,2917706,0.21977474954887685
JIQUIRIÇÁ,2918209,0.21012730653697612
JUAZEIRO,2918407,0.3028189885113579
JUCURUÇU,2918456,0.2349457058242843
LAJEDO DO TABOCAL,2919058,0.17913993822760751
MACAJUBA,2919603,0.22835872576177285
MACURURÉ,2919900,0.1319952774498229
MALHADA DE PEDRAS,2920304,0.24157409150819054
MATA DE SÃO JOÃO,2921005,0.21918198660396182
MEDEIROS NETO,2921104,0.4094072272994047
MIRANGABA,2921401,0.16338991329832703
MORRO DO CHAPÉU,2921708,0.1860547637352889
MUTUÍPE,2922409,0.3097862957937585
NOVA FÁTIMA,2922730,0.23980295566502463
NOVA SOURE,2922904,0.10993396705609172
OLINDINA,2923100,0.11592505854800937
OURIÇANGAS,2923308,0.16068534382959018
PIATÃ,2924306,0.22875755287009064
PILÃO ARCADO,2924405,0.12186020607073239
PINDOBAÇU,2924603,0.2668125746120175
PIRIPÁ,2924702,0.24124952954459916
PIRITIBA,2924801,0.22335798173118748
POÇÕES,2925105,0.2417928740260877
POJUCA,2925204,0.22378282060688642
PONTO NOVO,2925253,0.1827619507484307
PORTO SEGURO,2925303,0.42588920932468155
PRESIDENTE DUTRA,2925600,0.10307819318315839
QUIJINGUE,2925907,0.17278032513547312
RIBEIRA DO POMBAL,2926608,0.2382665296334361
RODELAS,2927101,0.13885323063756955
SANTA CRUZ CABRÁLIA,2927705,0.39972252196701097
SÃO FÉLIX,2929008,0.1495825920350349
SÃO JOSÉ DO JACUÍPE,2929370,0.16551466467401457
SÃO MIGUEL DAS MATAS,2929404,0.20492183872465564
SAÚDE,2929800,0.18318739054290717
SENHOR DO BONFIM,2930105,0.3272369005328597
SERRA PRETA,2930402,0.1365211365211365
SIMÕES FILHO,2930709,0.2653202739013608
SÍTIO DO MATO,2930758,0.19059760956175298
TERRA NOVA,2931707,0.13977695167286244
TREMEDAL,2931806,0.1929602697860681
UIBAÍ,2932408,0.2276738439816449
UNA,2932507,0.3308300791028337
UTINGA,2932804,0.18618198765000582
VITÓRIA DA CONQUISTA,2933307,0.41934944730684554
WENCESLAU GUIMARÃES,2933505,0.2430601298579091
XIQUE-XIQUE,2933604,0.2019675439334062
MAETINGA,2919959,0.26927083333333335
MANSIDÃO,2920452,0.14180800839307572
RAFAEL JAMBEIRO,2925956,0.24274079320113315
SÃO JOSÉ DA VITÓRIA,2929354,0.3120567375886525
TEIXEIRA DE FREITAS,2931350,0.5097487319318615
VÁRZEA DA ROÇA,2933059,0.18390169819135718
ABRE CAMPO,3100302,0.45189908511228166
CAPITÃO ANDRADE,3112653,0.5591142744167655
FERVEDOURO,3125952,0.40627885503231764
AIMORÉS,3101102,0.6205842117968938
AIURUOCA,3101201,0.5497737556561086
ICARAÍ DE MINAS,3130051,0.24749361116571653
ALFENAS,3101607,0.6830996346400711
JUATUBA,3136652,0.6210759132420092
MATIAS CARDOSO,3140852,0.21840833968980422
MONTEZUMA,3143450,0.2997339639373337
NAQUE,3144359,0.5033908754623921
NOVO ORIENTE DE MINAS,3145356,0.2847553053269814
ANDRADAS,3102605,0.7777831888575046
CACHOEIRA DE PAJEÚ,3102704,0.3421116800780297
ANTÔNIO DIAS,3103009,0.5174995320980722
ROSÁRIO DA LIMEIRA,3156452,0.4068923821039903
ARAÚJOS,3103900,0.7199273717657739
SARZEDO,3165537,0.6516831551689795
URUCUIA,3170529,0.2972733318554644
ATALÉIA,3104700,0.2981971739483515
JUVENÍLIA,3136959,0.2997580157289776
LUISLÂNDIA,3138682,0.1529790660225443
MÁRIO CAMPOS,3140159,0.6370722684634694
BANDEIRA,3105202,0.2028869286287089
MONTE FORMOSO,3143153,0.2557363370880267
BARÃO DE MONTE ALTO,3105509,0.39288558534642953
BARBACENA,3105608,0.5233396082122478
BARRA LONGA,3105707,0.31874062968515743
BELA VISTA DE MINAS,3106002,0.44200335133122326
PADRE CARVALHO,3146255,0.25356576862123614
BERTÓPOLIS,3106606,0.3184
BIAS FORTES,3106804,0.2927773000859845
BOCAINA DE MINAS,3107208,0.5432937181663837
BOCAIÚVA,3107307,0.33304765169694894
BOM DESPACHO,3107406,0.7487419543592744
BOM JESUS DO GALHO,3107802,0.5015932023366968
SÃO GERALDO DO BAIXIO,3161650,0.491679273827534
BOM SUCESSO,3108008,0.5872763840372605
SÃO JOÃO DAS MISSÕES,3162450,0.22313904494382023
ALTO CAPARAÓ,3102050,0.7486460656259956
BUGRE,3109253,0.6130500758725341
BRAZÓPOLIS,3108909,0.699424736337488
CAMPO AZUL,3111150,0.20442238267148014
CACHOEIRA DOURADA,3109808,0.35010197144799454
CURRAL DE DENTRO,3120870,0.4081232492997199
CAJURI,3110202,0.32950708980418636
FREI LAGONEGRO,3126950,0.3188264058679707
CAMANDUCAIA,3110509,0.6981282710902156
CAMBUÍ,3110608,0.7008909326052594
CAMBUQUIRA,3110707,0.6587786259541984
CAMPESTRE,3111002,0.7197452229299363
INDAIABIRA,3130655,0.4516315333525845
CAMPOS ALTOS,3111507,0.6294521641910238
CANAÃ,3111705,0.2911178655859507
CAPELA NOVA,3112208,0.4139194139194139
CARAÍ,3113008,0.23960626861805465
CARBONITA,3113503,0.4015102481121899
CARMÉSIA,3113800,0.4697088906372935
CARMO DA CACHOEIRA,3113909,0.4972761321075928
CARMO DA MATA,3114006,0.5167898952556993
CARMO DE MINAS,3114105,0.6037820801440792
CARMO DO PARANAÍBA,3114303,0.7406234606994582
CARMO DO RIO CLARO,3114402,0.6388287355239619
CENTRALINA,3115805,0.40419894007337953
CHAPADA DO NORTE,3116100,0.16452166452166453
CLÁUDIO,3116605,0.7451121334100057
COIMBRA,3116704,0.460406447091801
CONCEIÇÃO DAS PEDRAS,3117207,0.5655133295519001
CONCEIÇÃO DO MATO DENTRO,3117504,0.3352959730837977
CONCEIÇÃO DO PARÁ,3117603,0.7400475341651812
CONGONHAS,3118007,0.5887122586151713
CONSOLAÇÃO,3118502,0.6809238665526091
COQUEIRAL,3118700,0.5840972499003587
CORINTO,3119104,0.47797547072033164
CORONEL PACHECO,3119609,0.5028720626631854
CRISTAIS,3120201,0.6029006792729943
CRUCILÂNDIA,3120607,0.615265280794291
DATAS,3121001,0.2612230470130788
DESCOBERTO,3121308,0.48739495798319327
DIONÍSIO,3121803,0.45679333680374806
DOM JOAQUIM,3122603,0.37397319498486814
DOM SILVÉRIO,3122702,0.3894297635605007
DORES DO TURVO,3123304,0.41716441370638163
ELÓI MENDES,3123601,0.7380529716679685
ESPÍRITO SANTO DO DOURADO,3124401,0.6417582417582418
ESTIVA,3124500,0.6572224041925975
EWBANK DA CÂMARA,3125002,0.35814962052764726
FAMA,3125200,0.634493670886076
FELÍCIO DOS SANTOS,3125408,0.4748803827751196
FELIXLÂNDIA,3125705,0.49764150943396224
FORMIGA,3126109,0.7068382989417251
FORTALEZA DE MINAS,3126307,0.683073832245103
FRONTEIRA,3127008,0.5269865067466267
FUNILÂNDIA,3127206,0.616936936936937
GUARACIABA,3128204,0.33486147099860475
GUIMARÂNIA,3128907,0.6434235074626866
GUIRICEMA,3129004,0.4364508393285372
HELIODORA,3129202,0.5688385269121813
IAPU,3129301,0.5921028799130592
IBIÁ,3129509,0.5719902639955065
IBIRITÉ,3129806,0.5946633410300418
IBITIÚRA DE MINAS,3129905,0.8056164984642387
IGUATAMA,3130309,0.534047619047619
IJACI,3130408,0.6454646017699115
ILICÍNEA,3130507,0.5252647503782149
INHAÚMA,3131000,0.5970915312232677
ITABIRINHA,3131802,0.5692422545726017
ITACAMBIRA,3132008,0.22445117335352005
ITACARAMBI,3132107,0.3102704075155516
ITAMARATI DE MINAS,3132602,0.465210355987055
ITAMONTE,3133006,0.7202265997167504
ITANHANDU,3133105,0.6516988834193781
JABOTICATUBAS,3134608,0.5645882102575016
JAPARAÍBA,3135308,0.6082024432809773
LAGOA DA PRATA,3137205,0.7201011378002529
LAGOA FORMOSA,3137502,0.6298587483245696
LAGOA SANTA,3137601,0.7104718213386855
LARANJAL,3138005,0.5394138453764528
MARIPÁ DE MINAS,3140209,0.5421455938697318
MARMELÓPOLIS,3140407,0.5887749595250944
MATERLÂNDIA,3140605,0.25314685314685315
MATEUS LEME,3140704,0.6528409090909091
MATOZINHOS,3141108,0.6091261739485504
MEDEIROS,3141306,0.6208791208791209
MENDES PIMENTEL,3141504,0.45571559914189397
MERCÊS,3141603,0.36481149012567327
MIRABELA,3142007,0.3225661057692308
MIRADOURO,3142106,0.4440953613010534
MONTE ALEGRE DE MINAS,3142809,0.5284007545587927
MONTE SIÃO,3143401,0.8279715813842101
MUTUM,3144003,0.5572840942134342
NOVA MÓDICA,3144904,0.4144914491449145
NOVA SERRANA,3145208,0.7908821121571837
OLIVEIRA,3145604,0.6370329468065525
OLIVEIRA FORTES,3145703,0.2931833223031105
OURO PRETO,3146107,0.3542884754771684
