city,city_code,proportion_bolsonaro
TUFILÂNDIA,2112274,0.13319878910191726
TURILÂNDIA,2112456,0.14211123723042
PEDREIRAS,2108207,0.3395126852549611
PINHEIRO,2108603,0.22922343324250682
PRESIDENTE JUSCELINO,2109205,0.12431806910233097
PRESIDENTE VARGAS,2109304,0.09354434346599812
SAMBAÍBA,2109700,0.27951807228915665
SANTA HELENA,2109809,0.18115745143322917
SANTA RITA,2110203,0.1645194459565717
SÃO BENTO,2110500,0.1661332723739856
SÃO BERNARDO,2110609,0.15485207946262683
SÃO DOMINGOS DO MARANHÃO,2110708,0.294769098435568
SÃO JOÃO DOS PATOS,2111102,0.2211239103362391
SÃO MATEUS DO MARANHÃO,2111508,0.1904527559055118
SÃO VICENTE FERRER,2111706,0.1174046285533129
SUCUPIRA DO NORTE,2111904,0.17579399141630903
TIMBIRAS,2112100,0.14475848661582175
TIMON,2112209,0.2598469314768013
VITORINO FREIRE,2113009,0.2276452599388379
ALEGRETE DO PIAUÍ,2200277,0.1563579277864992
BAIXA GRANDE DO RIBEIRO,2201150,0.24274047186932848
BONFIM DO PIAUÍ,2201929,0.052339181286549706
ANÍSIO DE ABREU,2200707,0.11956521739130435
COIVARAS,2202737,0.21065778517901748
AVELINO LOPES,2201101,0.1767730228338122
COLÔNIA DO PIAUÍ,2202778,0.10186642680458736
BARREIRAS DO PIAUÍ,2201309,0.19534883720930232
FARTURA DO PIAUÍ,2203750,0.052798982188295165
JARDIM DO MULATO,2205250,0.1534755677907777
BERTOLÍNIA,2201705,0.18774059816405092
BURITI DOS LOPES,2202000,0.1800328677074774
CAMPINAS DO PIAUÍ,2202109,0.06839945280437756
QUEIMADA NOVA,2208650,0.09156298600311041
CANTO DO BURITI,2202307,0.19462898849068963
SÃO JOSÉ DO DIVINO,2210052,0.14877384196185287
SIGEFREDO PACHECO,2210656,0.13764510779436154
VÁRZEA BRANCA,2211357,0.08468640560331105
ELESBÃO VELOSO,2203503,0.1276644249401573
GEMINIANO,2204352,0.13124300111982082
FRANCISCO SANTOS,2204204,0.17615070887550982
MORRO CABEÇA NO TEMPO,2206654,0.08626974483596597
IPIRANGA DO PIAUÍ,2204808,0.10508788159111933
NOVA SANTA RITA,2207959,0.06282722513089005
JOSÉ DE FREITAS,2205508,0.13211060053874188
MATIAS OLÍMPIO,2206100,0.18269393273618387
MONSENHOR GIL,2206407,0.17701399266404022
MONSENHOR HIPÓLITO,2206506,0.15302203355569033
MONTE ALEGRE DO PIAUÍ,2206605,0.14331641285956007
NOVO ORIENTE DO PIAUÍ,2206902,0.09506008010680908
OEIRAS,2207009,0.16855627463383777
PALMEIRA DO PIAUÍ,2207405,0.1812958825406958
PALMEIRAIS,2207504,0.1347693032015066
PEDRO II,2207900,0.21597388265587641
PIO IX,2208205,0.10841873383775501
PIRACURUCA,2208304,0.22332447593740773
REGENERAÇÃO,2208809,0.11632231404958678
SANTO ANTÔNIO DE LISBOA,2209401,0.15051598288447018
SANTO INÁCIO DO PIAUÍ,2209500,0.16365131578947367
SÃO JOÃO DA FRONTEIRA,2209872,0.13125
SÃO JOSÉ DO PEIXE,2210102,0.12873563218390804
SÃO JOSÉ DO PIAUÍ,2210201,0.1421602787456446
ALVORADA DO GURGUÉIA,2200459,0.12843104032531347
BETÂNIA DO PIAUÍ,2201739,0.06925207756232687
SIMPLÍCIO MENDES,2210805,0.15206035983749275
TERESINA,2211001,0.3726721167241
LAGOA DO SÍTIO,2205599,0.11770726714431934
URUÇUÍ,2211209,0.2960139222673407
MILTON BRANDÃO,2206357,0.2240842710079004
VALENÇA DO PIAUÍ,2211308,0.20502521152038286
RIACHO FRIO,2208858,0.10858324715615306
ACAUÃ,2200053,0.092560553633218
CAMPO ALEGRE DO FIDALGO,2202117,0.07131925313743495
COCAL DE TELHA,2202711,0.0795196364816618
JUAZEIRO DO PIAUÍ,2205516,0.1706235324810853
SUSSUAPARA,2210938,0.15400243803331978
CURRALINHOS,2203255,0.12810047095761382
SÃO GONÇALO DO GURGUÉIA,2209757,0.19895287958115182
SANTO ANTÔNIO DOS MILAGRES,2209450,0.1337386018237082
SÃO MIGUEL DA BAIXA GRANDE,2210383,0.24052916416115455
CAXINGÓ,2202653,0.1483702737940026
COCAL DOS ALVES,2202729,0.092315495815369
PAU D'ARCO DO PIAUÍ,2207793,0.14108123735183578
PIRES FERREIRA,2310951,0.17528008673653778
ACOPIARA,2300309,0.13320853063172192
ALTANEIRA,2300606,0.09810554803788904
BARREIRA,2301950,0.2669117072026277
ANTONINA DO NORTE,2300804,0.1096671226630187
AQUIRAZ,2301000,0.3078601595495073
EUSÉBIO,2304285,0.3908510969348063
POTIRETAMA,2311231,0.10792622133599203
PINDORETAMA,2310852,0.24559033250769347
AURORA,2301703,0.1441650724241596
BAIXIO,2301802,0.10727086533538147
BATURITÉ,2302107,0.19125993189557322
CAMOCIM,2302602,0.24677145157922992
CAMPOS SALES,2302701,0.1340471092077088
CAUCAIA,2303709,0.3667914236463671
CHAVAL,2303907,0.13072568193515183
FARIAS BRITO,2304301,0.12967914438502673
GRANJA,2304707,0.11487904918774021
GUARACIABA DO NORTE,2305001,0.23290934424019058
GUARAMIRANGA,2305100,0.15290966642317994
IBIAPINA,2305308,0.24589086127547666
INDEPENDÊNCIA,2305605,0.18299701823729284
IPUEIRAS,2305902,0.21115294596519793
ITAPIPOCA,2306405,0.1890228378884313
ITATIRA,2306603,0.13029777847802113
JUCÁS,2307403,0.18629056266746055
LAVRAS DA MANGABEIRA,2307502,0.1347022339977118
MERUOCA,2308203,0.2330190959632584
MISSÃO VELHA,2308401,0.1473126348372573
MOMBAÇA,2308500,0.14754393060986024
MORRINHOS,2308906,0.42573417076896963
NOVA OLINDA,2309201,0.1481321528827467
ORÓS,2309508,0.15781945327399874
PACAJUS,2309607,0.32586019860365495
PARAMBU,2310308,0.26393015218577576
SENADOR SÁ,2312809,0.1845306403488639
SOLONÓPOLE,2313005,0.13969839005502344
TIANGUÁ,2313401,0.33049652532984186
TRAIRI,2313500,0.19456806282722514
CROATÁ,2304236,0.158428772352823
ICAPUÍ,2305357,0.2686740974879388
PARAIPABA,2310258,0.31846153846153846
ACARI,2400109,0.3632601082457816
AÇU,2400208,0.22823710942522824
ALEXANDRIA,2400505,0.14471688574317493
TRIUNFO POTIGUAR,2414456,0.2587847730600293
ALTO DO RODRIGUES,2400703,0.19088564058469476
FERNANDO PEDROZA,2403756,0.27717133364973895
ANGICOS,2400802,0.3442768411712511
VENHA-VER,2414753,0.07547956630525438
APODI,2401008,0.23272286686238874
RIO DO FOGO,2408953,0.3887272170317047
PORTO DO MANGUE,2410256,0.16883500887049083
BENTO FERNANDES,2401602,0.15831663326653306
CARNAÚBA DOS DANTAS,2402402,0.5012100677637947
CORONEL JOÃO PESSOA,2402907,0.13095238095238096
DOUTOR SEVERIANO,2403202,0.11814244465832531
ESPÍRITO SANTO,2403509,0.3496955859969559
FLORÂNIA,2403806,0.2501769285208776
GROSSOS,2404408,0.30585683297180044
GUAMARÉ,2404507,0.3652510418733876
IELMO MARINHO,2404606,0.24403427818061965
IPANGUAÇU,2404705,0.16161390994204192
JAÇANÃ,2405009,0.23537803138373753
JANUÁRIO CICCO,2405306,0.2955723972875947
JOSÉ DA PENHA,2406007,0.10876536611437734
MESSIAS TARGINO,2407609,0.23987240829346093
LAJES,2406700,0.24369608493696085
NATAL,2408102,0.5297954442919263
NÍSIA FLORESTA,2408201,0.4206494236716334
OURO BRANCO,2408508,0.23199251637043966
PARELHAS,2408904,0.493397960889186
PATU,2409308,0.24073807121233962
PEDRO AVELINO,2409704,0.24317226890756302
PEDRO VELHO,2409803,0.22997512437810946
SÃO BENTO DO NORTE,2411601,0.23448275862068965
SÃO JOSÉ DO SERIDÓ,2412401,0.2742894910773298
SÃO VICENTE,2413003,0.3211267605633803
SENADOR GEORGINO AVELINO,2413201,0.33884297520661155
SERRA NEGRA DO NORTE,2413409,0.2931111111111111
SEVERIANO MELO,2413607,0.15640599001663893
TAIPU,2413904,0.20889954702904343
TANGARÁ,2414001,0.33834012219959264
TENENTE ANANIAS,2414100,0.1924203588429147
VERA CRUZ,2414803,0.3320323390019515
SOBRADO,2515971,0.29834040910845233
ALAGOA GRANDE,2500304,0.2637843402174612
ALAGOINHA,2500502,0.18431324713344718
ALHANDRA,2500601,0.36288336691291695
MATINHAS,2509339,0.20600858369098712
ARAÇAGI,2500809,0.16208261443215263
AREIA,2501104,0.20950212953443972
BAÍA DA TRAIÇÃO,2501401,0.1571513825343147
ASSUNÇÃO,2501351,0.18030888030888031
BARRA DE SÃO MIGUEL,2501708,0.2214342001576044
BAYEUX,2501807,0.47796933143976844
SÃO BENTINHO,2513927,0.1829173166926677
BOM JESUS,2502201,0.08638025594149909
MATO GROSSO,2509370,0.08051801801801801
BONITO DE SANTA FÉ,2502409,0.22053994892375045
BOQUEIRÃO,2502508,0.3085864266966629
IGARACY,2502607,0.20816653322658127
GADO BRAVO,2506251,0.16093433878977378
CABACEIRAS,2503100,0.32165132165132165
POÇO DANTAS,2512036,0.10050251256281408
CABEDELO,2503209,0.5094458078876777
JOCA CLAUDINO,2513653,0.13065582104728013
PEDRO RÉGIS,2512721,0.2819369225868111
CAJAZEIRAS,2503704,0.18512919970338257
CAMALAÚ,2503902,0.07011331444759207
CATINGUEIRA,2504207,0.2640127388535032
BOA VISTA,2502151,0.3328825783186838
MARCAÇÃO,2509057,0.12082051282051282
COREMAS,2504801,0.18928781636256622
CRUZ DO ESPÍRITO SANTO,2504900,0.24373401534526853
CUITEGI,2505204,0.2279501588077205
DESTERRO,2505402,0.16963392678535708
VISTA SERRANA,2505501,0.2220464135021097
DUAS ESTRADAS,2505808,0.24150485436893204
JACARAÚ,2507309,0.2636006117544243
JOÃO PESSOA,2507507,0.5479855761743319
JUNCO DO SERIDÓ,2507804,0.22484110169491525
LASTRO,2508406,0.1092375366568915
MATARACA,2509305,0.2552872917836421
MONTEIRO,2509701,0.22317941034833325
NATUBA,2509909,0.23588342440801457
NOVA FLORESTA,2510105,0.22609301515415434
NOVA OLINDA,2510204,0.12564692351926393
OLHO D'ÁGUA,2510402,0.18436610466389314
OLIVEDOS,2510501,0.2499077150239941
PATOS,2510808,0.37640816326530613
POMBAL,2512101,0.3794970986460348
QUEIMADAS,2512507,0.3013687791755677
SALGADO DE SÃO FÉLIX,2513109,0.2648073605520414
SANTA LUZIA,2513406,0.305064211291495
SANTANA DOS GARROTES,2513604,0.2139790076335878
SANTA RITA,2513703,0.42563134097926775
SÃO JOSÉ DE ESPINHARAS,2514404,0.22286821705426357
SÃO JOSÉ DO SABUGI,2514701,0.24318030605455754
SÃO JOSÉ DOS CORDEIROS,2514800,0.15765199161425578
SÃO MAMEDE,2514909,0.2926829268292683
SÃO SEBASTIÃO DE LAGOA DE ROÇA,2515104,0.3459708121827411
SAPÉ,2515302,0.2979658138590468
UMBUZEIRO,2517001,0.1946775844421699
QUIXABA,2611533,0.07314361938639395
SANTA CRUZ DA BAIXA VERDE,2612471,0.1322087658592849
SANTA CRUZ,2612455,0.1051617873651772
ALIANÇA,2600708,0.2561175361095945
ALTINHO,2600807,0.21646165276975152
BELÉM DE MARIA,2601508,0.21616451458632233
BELÉM DO SÃO FRANCISCO,2601607,0.11880924957916186
BODOCÓ,2602001,0.08977185054557478
BUÍQUE,2602803,0.10945018537508874
CAMOCIM DE SÃO FÉLIX,2603504,0.27245082200893284
CANHOTINHO,2603702,0.2768646164722517
CAPOEIRAS,2603801,0.11165798108473268
CEDRO,2604304,0.10845221659763768
EXU,2605301,0.09973967638201214
FLORESTA,2605707,0.1200814517578008
FREI MIGUELINHO,2605806,0.23974130240856378
GAMELEIRA,2605905,0.2725035494557501
GRANITO,2606309,0.1165820269375138
IATI,2606507,0.1099718536389224
INGAZEIRA,2607109,0.12508294625082947
ITACURUBA,2607406,0.09610303830911493
JOÃO ALFREDO,2608107,0.21893380052559128
LAGOA DOS GATOS,2608701,0.1730156707860874
PALMARES,2610004,0.2642027675405048
PAULISTA,2610707,0.45088773575372837
PESQUEIRA,2610905,0.15562001875293013
PETROLÂNDIA,2611002,0.18668831168831168
POMBOS,2611309,0.30477888730385166
RECIFE,2611606,0.4750341785244666
RIACHO DAS ALMAS,2611705,0.2703509021167779
SALGADINHO,2612109,0.20753424657534247
SANTA CRUZ DO CAPIBARIBE,2612505,0.5382980214440889
SÃO CAITANO,2613107,0.22911825017088175
SÃO JOSÉ DO BELMONTE,2613503,0.11618028355491808
SERRITA,2614006,0.08850714219027168
SERTÂNIA,2614105,0.1334106088204449
SOLIDÃO,2614402,0.10030090270812438
TAQUARITINGA DO NORTE,2615003,0.43431275603898856
TEREZINHA,2615102,0.1390728476821192
TRACUNHAÉM,2615508,0.28659147869674184
TRINDADE,2615607,0.21698730532652794
VERDEJANTE,2616100,0.10869948826539615
VICÊNCIA,2616308,0.3016927499201533
ITAPISSUMA,2607752,0.2554172767203514
PARIPUEIRA,2706448,0.5290264959809468
CAMPESTRE,2701357,0.22312069481880803
BATALHA,2700706,0.2486499459978399
CANAPI,2701605,0.106183268802065
CHÃ PRETA,2701902,0.2083553675304072
COITÉ DO NÓIA,2702009,0.16136591898225644
COQUEIRO SECO,2702207,0.38555318500457175
DELMIRO GOUVEIA,2702405,0.15110055781697573
FELIZ DESERTO,2702702,0.3271604938271605
IGACI,2703106,0.14609591146633877
JOAQUIM GOMES,2703809,0.23525528169014084
JUNQUEIRO,2704005,0.28683834048640916
LAGOA DA CANOA,2704104,0.2183667649016066
MATA GRANDE,2705002,0.13853086976115367
MONTEIRÓPOLIS,2705408,0.15022245485475005
MURICI,2705507,0.36528807076261055
OLHO D'ÁGUA GRANDE,2705903,0.12218229336818033
OLIVENÇA,2706000,0.16329856584093871
OURO BRANCO,2706109,0.13836898395721925
PALMEIRA DOS ÍNDIOS,2706307,0.3237235658371305
PASSO DE CAMARAGIBE,2706505,0.3439153439153439
PINDOBA,2707008,0.2818991097922849
QUEBRANGULO,2707602,0.22045664918235114
SÃO BRÁS,2708204,0.22074334505273732
SÃO MIGUEL DOS MILAGRES,2708709,0.491249392318911
VIÇOSA,2709400,0.3139099181769519
TEOTÔNIO VILELA,2709152,0.35564541875066513
IUIU,2917334,0.1639798925290345
JABORANDI,2917359,0.21296138799115497
ARATACA,2902252,0.27246925260170296
GAVIÃO,2911253,0.27134462495679224
ARACAJU,2800308,0.4724377739048038
BREJO GRANDE,2800704,0.18393722594045697
CANINDÉ DE SÃO FRANCISCO,2801207,0.18025473588931273
DIVINA PASTORA,2802007,0.1935483870967742
ITAPORANGA D'AJUDA,2803203,0.26979731974748034
LAGARTO,2803500,0.26515571000324595
MALHADA DOS BOIS,2803807,0.19035153328347046
MOITA BONITA,2804102,0.3178255794563949
NOSSA SENHORA DA GLÓRIA,2804508,0.18226650563607086
PACATUBA,2804904,0.17338709677419356
PEDRINHAS,2805109,0.22583990045624222
PINHÃO,2805208,0.22739018087855298
PIRAMBU,2805307,0.27696958246740977
POÇO VERDE,2805505,0.17566079295154186
PORTO DA FOLHA,2805604,0.18899381309019864
PROPRIÁ,2805703,0.3354678050515831
RIACHÃO DO DANTAS,2805802,0.16635921516015428
RIACHUELO,2805901,0.21717441653304828
RIBEIRÓPOLIS,2806008,0.32671443193449334
ROSÁRIO DO CATETE,2806107,0.22139775668679895
SÃO MIGUEL DO ALEIXO,2807006,0.1983975581838993
UMBAÚBA,2807600,0.25843787940105223
ANDARAÍ,2901304,0.12521663778162911
ANDORINHA,2901353,0.07917402826855123
ARACATU,2902005,0.19236848046963198
BAIANÓPOLIS,2902500,0.21782178217821782
BARRA DA ESTIVA,2902807,0.2320560058953574
BARRA DO CHOÇA,2902906,0.19670588235294117
BONITO,2904050,0.1446280991735537
BREJOLÂNDIA,2904407,0.23731778425655978
CAFARNAUM,2905305,0.22818142734307825
CAMAÇARI,2905701,0.35112517852317904
CANDEAL,2906402,0.1896678966789668
CARAÍBAS,2906899,0.21256830601092896
CARAVELAS,2906907,0.294536296945144
CARDEAL DA SILVA,2907004,0.09221902017291066
CHORROCHÓ,2907707,0.12998859749144812
CÍCERO DANTAS,2907806,0.21008687803226897
CIPÓ,2907905,0.2741070409677051
COARACI,2908002,0.32968369829683697
CONCEIÇÃO DO ALMEIDA,2908309,0.1557234166182452
CONDE,2908606,0.19287193648602002
CONTENDAS DO SINCORÁ,2908804,0.20492424242424243
CORRENTINA,2909307,0.21555338579059216
CURAÇÁ,2909901,0.14078440262978917
DOM BASÍLIO,2910107,0.10714761080793292
ENCRUZILHADA,2910404,0.23620947630922692
FEIRA DA MATA,2910776,0.34312256517830386
GUANAMBI,2911709,0.3226786200540416
IBICARAÍ,2912103,0.37592198000327814
IBICUÍ,2912301,0.2487722744492774
IBIPEBA,2912400,0.11770877045740663
SANTA RITA DE CÁSSIA,2928406,0.20539792387543251
IBIQUERA,2912608,0.1310513447432763
IBIRATAIA,2912905,0.32445328031809145
IBITIARA,2913002,0.25297581756672094
ICHU,2913309,0.191431401684002
IGRAPIÚNA,2913457,0.2110060769750169
IGUAÍ,2913507,0.2989549426075039
ILHÉUS,2913606,0.39317523936762416
IRAJUBA,2914208,0.16825483256193846
IRECÊ,2914604,0.2613483596006979
ITACARÉ,2914901,0.2373610972069276
ITAGI,2915106,0.27806614266646895
ITAGIMIRIM,2915304,0.3451572327044025
ITAJUÍPE,2915502,0.31129032258064515
ITANAGRA,2915908,0.13241639697950378
ITAPEBI,2916302,0.23621898086758855
ITATIM,2916856,0.25386646548472275
ITUBERÁ,2917300,0.3164493480441324
JEREMOABO,2918100,0.14187218244497482
LAJE,2918803,0.2479301520397411
LAMARÃO,2919108,0.10120532003325021
LAURO DE FREITAS,2919207,0.34336156406691104
LIVRAMENTO DE NOSSA SENHORA,2919504,0.1945878434637802
MACARANI,2919702,0.3804451890856869
MAIRI,2920106,0.2048576766677657
MALHADA,2920205,0.2444393223464331
MARACÁS,2920502,0.2051056981932558
MARAGOGIPE,2920601,0.16705781950074675
MARCIONÍLIO SOUZA,2920809,0.1591091492776886
MASCOTE,2920908,0.26064400715563507
MATINA,2921054,0.08209186840471756
MIRANTE,2921450,0.17389508467575382
MUCUGÊ,2921906,0.25613920962758174
MULUNGU DO MORRO,2922052,0.09563100229947247
MUQUÉM DO SÃO FRANCISCO,2922250,0.17781836294205544
OUROLÂNDIA,2923357,0.274181346590295
PALMAS DE MONTE ALTO,2923407,0.1294592413236481
PARATINGA,2923704,0.14521410579345087
PAU BRASIL,2923902,0.36391945194104214
PIRAÍ DO NORTE,2924678,0.2290836653386454
PLANALTO,2925006,0.25242277407631736
PRADO,2925501,0.37787455114982044
REMANSO,2926004,0.157108749590375
RIACHÃO DAS NEVES,2926202,0.19564869620860662
RUY BARBOSA,2927200,0.2139230358097274
SANTA BÁRBARA,2927507,0.18273337400854178
SANTA BRÍGIDA,2927606,0.11611138736946792
SANTA CRUZ DA VITÓRIA,2927804,0.3523583036068173
SANTA INÊS,2927903,0.12700484893696382
SANTA MARIA DA VITÓRIA,2928109,0.24685565981233779
SÃO FÉLIX DO CORIBE,2929057,0.3192732816668784
SÃO SEBASTIÃO DO PASSÉ,2929503,0.13000785545954438
SAPEAÇU,2929602,0.20503760079731811
SÁTIRO DIAS,2929701,0.16900404088424056
SEABRA,2929909,0.12388276028665754
SEBASTIÃO LARANJEIRAS,2930006,0.2312162723121627
SERRA DOURADA,2930303,0.36013315847876526
TAPEROÁ,2931202,0.20251586582048958
TAPIRAMUTÁ,2931301,0.18219958046149237
TEODORO SAMPAIO,2931400,0.0925967851482907
TEOFILÂNDIA,2931509,0.11276429130775255
TUCANO,2931905,0.15773019738994512
UBAITABA,2932200,0.3126374201654277
UMBURANAS,2932457,0.22943899782135077
URUÇUCA,2932705,0.3619730941704036
VALENTE,2933000,0.3276945039257673
VEREDA,2933257,0.30429195579542534
WAGNER,2933406,0.2212681638044914
MADRE DE DEUS,2919926,0.18407498100143543
PINTADAS,2924652,0.37669197755034667
SANTA LUZIA,2928059,0.29667264395297865
SÍTIO DO QUINTO,2930766,0.13723978411719354
NOVA IBIÁ,2922755,0.3387542190856091
SOBRADINHO,2930774,0.2144655527580682
WANDERLEY,2933455,0.26792292434117315
ABAETÉ,3100203,0.6386689132266218
BRASILÂNDIA DE MINAS,3108552,0.4067240672406724
ACAIACA,3100401,0.36220472440944884
AÇUCENA,3100500,0.46598714823842236
CATUJI,3115458,0.2690641247833622
ÁGUA BOA,3100609,0.3424550430023456
DIVISA ALEGRE,3122355,0.44622905027932963
ÁGUA COMPRIDA,3100708,0.6532630191166776
DURANDÉ,3123528,0.4072067828544512
LAGOA GRANDE,3137536,0.48072515107314023
ALVARENGA,3102209,0.49119170984455957
ALVINÓPOLIS,3102308,0.3676906654014945
ALVORADA DE MINAS,3102407,0.2563758389261745
PALMÓPOLIS,3146750,0.3204892966360856
PEDRAS DE MARIA DA CRUZ,3149150,0.19329214474845544
ANDRELÂNDIA,3102803,0.5465546218487395
ANTÔNIO PRADO DE MINAS,3103108,0.49378200438917336
SANTA BÁRBARA DO LESTE,3157252,0.5445610900156355
ARAÇUAÍ,3103405,0.39992355714103706
ARAGUARI,3103504,0.6863477745588623
ARCEBURGO,3104106,0.6859015007398013
SEM-PEIXE,3165560,0.32082866741321386
LEME DO PRADO,3138351,0.3292320746711922
LUISBURGO,3138674,0.5628058727569332
MARTINS SOARES,3140530,0.4513781697905182
BARROSO,3105905,0.5020261143628996
ORATÓRIOS,3145851,0.2767062314540059
BELO HORIZONTE,3106200,0.6559320430733411
BELO VALE,3106408,0.5045700429024436
PINTÓPOLIS,3150570,0.24181010549694615
BOA ESPERANÇA,3107109,0.6318271119842829
REDUTO,3154150,0.5263435194942044
SANTA CRUZ DE MINAS,3157336,0.6728491620111732
BOM JARDIM DE MINAS,3107505,0.5078322385042952
SANTO ANTÔNIO DO RETIRO,3160454,0.20231548480463096
SÃO DOMINGOS DAS DORES,3160959,0.5295501323140253
BONFIM,3108107,0.5426966292134832
SÃO JOAQUIM DE BICAS,3162922,0.5262289932464269
BONFINÓPOLIS DE MINAS,3108206,0.4219114219114219
BORDA DA MATA,3108305,0.7305356156819437
BOTELHOS,3108404,0.5095034449988121
BOTUMIRIM,3108503,0.23990657323990658
BRUMADINHO,3109006,0.630321482016616
BURITIS,3109303,0.5606568652738372
CATUTI,3115474,0.2412264499445881
CACHOEIRA DA PRATA,3109600,0.5990159901599016
CONFINS,3117876,0.6768707482993197
CAETANÓPOLIS,3109907,0.6956198960653304
DELTA,3121258,0.4781510482445062
GLAUCILÂNDIA,3127354,0.32248644138506466
GOIANÁ,3127388,0.5304347826086957
CAMPANHA,3110905,0.76808645899555
IBIRACATU,3129657,0.2251199040767386
