estado,cod_municipio_ibge,nome_municipio,regiao,populacao,leitos_uti_total,leitos_uti_100k_hab,leitos_uti_sus_total,leitos_uti_sus_100k_hab,medicos_total,medicos_sus,medicos_100k_hab,medicos_sus_100k_hab,enfermeiros_total,enfermeiros_sus,enfermeiros_100k_hab,enfermeiros_sus_100k_hab
Goiás,5200852,Americano do Brasil,Centro-Oeste,6111,0,0,0,0,7,7,114.54753722795,114.54753722795,3,3,49.0918016691213,49.0918016691213
São Paulo,3501707,Américo Brasiliense,Sudeste,40504,10,24.6889196128777,10,24.6889196128777,167,164,412.304957535058,404.898281651195,103,99,254.295872012641,244.42030416749
São Paulo,3501806,Américo de Campos,Sudeste,5969,0,0,0,0,5,5,83.7661249790585,83.7661249790585,6,6,100.51934997487,100.51934997487
Rio Grande do Sul,4300646,Ametista do Sul,Sul,7409,0,0,0,0,6,6,80.9825887434202,80.9825887434202,4,4,53.9883924956134,53.9883924956134
Ceará,2300754,Amontada,Nordeste,43452,0,0,0,0,12,12,27.6166804750069,27.6166804750069,27,27,62.1375310687655,62.1375310687655
Goiás,5200902,Amorinópolis,Centro-Oeste,3126,0,0,0,0,5,5,159.948816378759,159.948816378759,3,3,95.9692898272553,95.9692898272553
Paraíba,2500734,Amparo,Nordeste,2238,0,0,0,0,1,1,44.6827524575514,44.6827524575514,3,3,134.048257372654,134.048257372654
São Paulo,3501905,Amparo,Sudeste,72195,9,12.4662372740494,7,9.69596232426068,296,206,410.000692568737,285.338319828243,129,107,178.682734261375,148.209709813699
Sergipe,2800100,Amparo de São Francisco,Nordeste,2374,0,0,0,0,1,1,42.12299915754,42.12299915754,1,1,42.12299915754,42.12299915754
Minas Gerais,3102506,Amparo do Serra,Sudeste,4713,0,0,0,0,4,4,84.8716316571186,84.8716316571186,8,8,169.743263314237,169.743263314237
Paraná,4101002,Ampére,Sul,19152,0,0,0,0,17,12,88.7635756056809,62.65664160401,15,14,78.3208020050125,73.0994152046784
Alagoas,2700201,Anadia,Nordeste,17545,0,0,0,0,10,10,56.9962952408093,56.9962952408094,17,17,96.8937019093759,96.8937019093759
Bahia,2901205,Anagé,Nordeste,22005,0,0,0,0,21,21,95.4328561690525,95.4328561690525,22,22,99.9772778913883,99.9772778913883
Paraná,4101051,Anahy,Sul,2801,0,0,0,0,1,1,35.7015351660121,35.7015351660121,4,4,142.806140664049,142.806140664049
Pará,1500701,Anajás,Norte,29277,0,0,0,0,3,3,10.2469515319193,10.2469515319193,8,8,27.325204085118,27.325204085118
Maranhão,2100709,Anajatuba,Nordeste,26803,0,0,0,0,10,10,37.3092564265194,37.3092564265194,19,19,70.8875872103869,70.8875872103869
São Paulo,3502002,Analândia,Sudeste,4995,0,0,0,0,4,4,80.0800800800801,80.0800800800801,7,7,140.14014014014,140.14014014014
Amazonas,1300086,Anamã,Norte,13614,0,0,0,0,4,4,29.3815190245336,29.3815190245336,13,13,95.4899368297341,95.4899368297341
Tocantins,1701002,Ananás,Norte,9549,0,0,0,0,4,4,41.8892030579118,41.8892030579118,11,11,115.195308409258,115.195308409258
Pará,1500800,Ananindeua,Norte,530598,66,12.4387954722784,48,9.0463967071116,700,532,131.926618645377,100.264230170487,482,464,90.8409002672456,87.4485015020788
Goiás,5201108,Anápolis,Centro-Oeste,386923,88,22.7435432889748,49,12.6640184222701,891,711,230.27837580087,183.757491800694,409,361,105.705786422622,93.300217355908
Pará,1500859,Anapu,Norte,27890,0,0,0,0,9,9,32.2696306920043,32.2696306920043,14,14,50.1972032986734,50.1972032986734
Maranhão,2100808,Anapurus,Nordeste,15732,0,0,0,0,7,7,44.4952962115433,44.4952962115434,10,10,63.5647088736334,63.5647088736334
Mato Grosso do Sul,5000708,Anastácio,Centro-Oeste,25135,0,0,0,0,27,26,107.419932365228,103.441416351701,17,17,67.6347722299582,67.6347722299582
Mato Grosso do Sul,5000807,Anaurilândia,Centro-Oeste,9035,0,0,0,0,22,22,243.49750968456,243.49750968456,10,10,110.680686220255,110.680686220255
Espírito Santo,3200409,Anchieta,Sudeste,29263,0,0,0,0,78,55,266.548200799645,187.950654410006,60,36,205.037077538188,123.022246522913
Santa Catarina,4200804,Anchieta,Sul,5638,0,0,0,0,6,6,106.420716566158,106.420716566158,7,7,124.157502660518,124.157502660518
Bahia,2901304,Andaraí,Nordeste,13143,0,0,0,0,10,10,76.0861294985924,76.0861294985924,11,11,83.6947424484516,83.6947424484516
Paraná,4101101,Andirá,Sul,20031,0,0,0,0,30,22,149.767859817283,109.829763866008,11,11,54.9148819330038,54.9148819330038
Bahia,2901353,Andorinha,Nordeste,14595,0,0,0,0,7,5,47.9616306954436,34.2583076396026,12,12,82.2199383350463,82.2199383350463
Minas Gerais,3102605,Andradas,Sudeste,41077,0,0,0,0,111,102,270.224213063271,248.314141733817,49,48,119.28816612703,116.85371375709
São Paulo,3502101,Andradina,Sudeste,57157,10,17.4956698217191,10,17.4956698217191,196,167,342.915128505695,292.177686022709,81,78,141.714925555925,136.466224609409
Rio Grande do Sul,4300661,André da Rocha,Sul,1333,0,0,0,0,3,3,225.056264066017,225.056264066017,1,1,75.0187546886722,75.0187546886722
Minas Gerais,3102803,Andrelândia,Sudeste,12224,0,0,0,0,22,12,179.973821989529,98.1675392670157,12,9,98.1675392670157,73.6256544502618
São Paulo,3502200,Angatuba,Sudeste,25228,0,0,0,0,22,15,87.2046931980339,59.4577453622959,14,14,55.4938956714761,55.4938956714761
Minas Gerais,3102852,Angelândia,Sudeste,8520,0,0,0,0,4,4,46.9483568075117,46.9483568075117,4,4,46.9483568075117,46.9483568075117
Mato Grosso do Sul,5000856,Angélica,Centro-Oeste,10780,0,0,0,0,2,2,18.5528756957328,18.5528756957328,9,9,83.4879406307978,83.4879406307978
Pernambuco,2601003,Angelim,Nordeste,11150,0,0,0,0,6,6,53.8116591928251,53.8116591928251,13,13,116.591928251121,116.591928251121
Santa Catarina,4200903,Angelina,Sul,4801,0,0,0,0,11,11,229.118933555509,229.118933555509,7,7,145.802957717142,145.802957717142
Bahia,2901403,Angical,Nordeste,13977,0,0,0,0,6,6,42.927666881305,42.927666881305,12,12,85.85533376261,85.85533376261
Piauí,2200608,Angical do Piauí,Nordeste,6788,0,0,0,0,2,2,29.4637595757219,29.4637595757219,6,6,88.3912787271656,88.3912787271656
Tocantins,1701051,Angico,Norte,3433,0,0,0,0,0,0,0,0,3,3,87.3871249635887,87.3871249635887
Rio Grande do Norte,2400802,Angicos,Nordeste,11714,0,0,0,0,5,5,42.683967901656104,42.683967901656104,12,12,102.441522963975,102.441522963975
Rio de Janeiro,3300100,Angra dos Reis,Sudeste,203785,23,11.2864047893613,8,3.9257060136909,485,376,237.995927080011,184.508182643472,279,263,136.90899722747,129.057585200088
Bahia,2901502,Anguera,Nordeste,11221,0,0,0,0,4,4,35.6474467516264,35.6474467516264,12,12,106.942340254879,106.942340254879
Paraná,4101150,Ângulo,Sul,2928,0,0,0,0,2,2,68.3060109289617,68.3060109289618,9,9,307.377049180328,307.377049180328
Goiás,5201207,Anhanguera,Centro-Oeste,1149,0,0,0,0,0,0,0,0,1,1,87.0322019147084,87.0322019147084
São Paulo,3502309,Anhembi,Sudeste,6724,0,0,0,0,14,14,208.209399167162,208.209399167162,7,7,104.104699583581,104.104699583581
São Paulo,3502408,Anhumas,Sudeste,4115,0,0,0,0,2,2,48.6026731470231,48.6026731470231,3,3,72.9040097205346,72.9040097205346
Goiás,5201306,Anicuns,Centro-Oeste,21850,0,0,0,0,14,8,64.0732265446224,36.6132723112128,12,12,54.9199084668192,54.9199084668192
Piauí,2200707,Anísio de Abreu,Nordeste,9880,0,0,0,0,1,1,10.1214574898785,10.1214574898785,10,10,101.214574898785,101.214574898785
Santa Catarina,4201000,Anita Garibaldi,Sul,7133,0,0,0,0,7,7,98.135426889107,98.135426889107,9,9,126.174120285995,126.174120285995
Santa Catarina,4201109,Anitápolis,Sul,3232,0,0,0,0,6,4,185.643564356436,123.762376237624,8,6,247.524752475248,185.643564356436
Amazonas,1300102,Anori,Norte,21010,0,0,0,0,10,10,47.5963826749167,47.5963826749167,10,10,47.5963826749167,47.5963826749167
Rio Grande do Sul,4300703,Anta Gorda,Sul,5981,0,0,0,0,13,10,217.354957364989,167.196121049992,12,12,200.63534525999,200.63534525999
Bahia,2901601,Antas,Nordeste,19291,0,0,0,0,17,16,88.1239956456379,82.9402311958945,20,20,103.675288994868,103.675288994868
Paraná,4101200,Antonina,Sul,18980,0,0,0,0,24,24,126.448893572181,126.448893572181,10,10,52.6870389884089,52.6870389884089
Ceará,2300804,Antonina do Norte,Nordeste,7353,0,0,0,0,3,3,40.7996736026112,40.7996736026112,5,5,67.999456004352,67.999456004352
Piauí,2200806,Antônio Almeida,Nordeste,3164,0,0,0,0,1,1,31.6055625790139,31.6055625790139,5,5,158.02781289507,158.02781289507
Bahia,2901700,Antônio Cardoso,Nordeste,11683,0,0,0,0,4,4,34.2377813917658,34.2377813917658,12,12,102.713344175297,102.713344175297
Minas Gerais,3102902,Antônio Carlos,Sudeste,11445,0,0,0,0,18,18,157.273918741809,157.273918741809,12,12,104.849279161206,104.849279161206
Santa Catarina,4201208,Antônio Carlos,Sul,8513,0,0,0,0,11,11,129.214143075297,129.214143075297,7,6,82.2271819570069,70.4804416774345
Minas Gerais,3103009,Antônio Dias,Sudeste,9318,0,0,0,0,5,5,53.6595836016313,53.6595836016313,12,12,128.783000643915,128.783000643915
Bahia,2901809,Antônio Gonçalves,Nordeste,11798,0,0,0,0,6,6,50.8560773012375,50.8560773012375,10,10,84.7601288353958,84.7601288353958
Mato Grosso do Sul,5000906,Antônio João,Centro-Oeste,8956,0,0,0,0,6,5,66.9941938365342,55.8284948637785,8,8,89.3255917820455,89.3255917820455
Rio Grande do Norte,2400901,Antônio Martins,Nordeste,7145,0,0,0,0,1,1,13.9958012596221,13.9958012596221,6,6,83.9748075577327,83.9748075577327
Paraná,4101309,Antônio Olinto,Sul,7434,0,0,0,0,7,7,94.1619585687382,94.1619585687382,7,7,94.1619585687382,94.1619585687382
Rio Grande do Sul,4300802,Antônio Prado,Sul,13050,0,0,0,0,34,30,260.536398467433,229.885057471264,18,18,137.931034482759,137.931034482759
Minas Gerais,3103108,Antônio Prado de Minas,Sudeste,1598,0,0,0,0,3,3,187.734668335419,187.734668335419,2,2,125.156445556946,125.156445556946
Paraíba,2500775,Aparecida,Nordeste,8347,0,0,0,0,7,7,83.8624655564874,83.8624655564874,3,3,35.941056667066,35.941056667066
São Paulo,3502507,Aparecida,Sudeste,36157,9,24.8914456398484,9,24.8914456398484,60,58,165.942970932323,160.411538567912,37,37,102.331498741599,102.331498741599
São Paulo,3502606,Aparecida d'Oeste,Sudeste,4196,0,0,0,0,8,8,190.657769304099,190.657769304099,7,7,166.825548141087,166.825548141087
Goiás,5201405,Aparecida de Goiânia,Centro-Oeste,578179,69,11.9340204331185,33,5.70757498975231,1060,975,183.334226943559,168.6328974245,576,542,99.6231270938585,93.7425952862349
Goiás,5201454,Aparecida do Rio Doce,Centro-Oeste,2474,0,0,0,0,2,2,80.8407437348424,80.8407437348424,3,3,121.261115602264,121.261115602264
Tocantins,1701101,Aparecida do Rio Negro,Norte,4795,0,0,0,0,1,1,20.8550573514077,20.8550573514077,1,1,20.8550573514077,20.8550573514077
Mato Grosso do Sul,5001003,Aparecida do Taboado,Centro-Oeste,25745,0,0,0,0,38,30,147.60147601476,116.527481064284,22,22,85.4534861138085,85.4534861138085
Rio de Janeiro,3300159,Aperibé,Sudeste,11759,0,0,0,0,25,24,212.603112509567,204.098988009184,19,19,161.578365507271,161.578365507271
Espírito Santo,3200508,Apiacá,Sudeste,7567,0,0,0,0,10,10,132.152768600502,132.152768600502,7,7,92.5069380203515,92.5069380203515
Mato Grosso,5100805,Apiacás,Centro-Oeste,10133,0,0,0,0,3,3,29.6062370472713,29.6062370472713,9,9,88.8187111418139,88.8187111418139
São Paulo,3502705,Apiaí,Sudeste,24374,0,0,0,0,28,25,114.876507754164,102.56831049479,34,34,139.492902272914,139.492902272914
Maranhão,2100832,Apicum-Açu,Nordeste,17239,0,0,0,0,4,4,23.2032020418818,23.2032020418818,8,8,46.4064040837636,46.4064040837636
Santa Catarina,4201257,Apiúna,Sul,10743,0,0,0,0,8,7,74.4670948524621,65.1587079959043,6,6,55.8503211393465,55.8503211393465
Rio Grande do Norte,2401008,Apodi,Nordeste,35845,0,0,0,0,14,12,39.057051192635,33.47747245083,23,23,64.1651555307574,64.1651555307574
Bahia,2901908,Aporá,Nordeste,17731,0,0,0,0,7,7,39.4788787998421,39.4788787998421,4,4,22.5593593141955,22.5593593141955
Goiás,5201504,Aporé,Centro-Oeste,4198,0,0,0,0,5,5,119.104335397809,119.104335397808,10,10,238.208670795617,238.208670795617
Bahia,2901957,Apuarema,Nordeste,7330,0,0,0,0,4,4,54.5702592087312,54.5702592087312,8,8,109.140518417462,109.140518417462
Paraná,4101408,Apucarana,Sul,134996,18,13.3337284067676,16,11.8522030282379,405,360,300.008889152271,266.674568135352,203,198,150.374825920768,146.671012474444
Amazonas,1300144,Apuí,Norte,21973,0,0,0,0,11,11,50.0614390388204,50.0614390388204,20,20,91.0207982524007,91.0207982524007
Ceará,2300903,Apuiarés,Nordeste,14600,0,0,0,0,7,7,47.945205479452,47.9452054794521,15,15,102.739726027397,102.739726027397
Sergipe,2800209,Aquidabã,Nordeste,21563,0,0,0,0,21,11,97.3890460511061,51.0133098362936,12,12,55.6508834577749,55.6508834577749
Mato Grosso do Sul,5001102,Aquidauana,Centro-Oeste,47871,10,20.8894737941551,10,20.8894737941551,61,38,127.425790144346,79.3800004177895,58,52,121.1589480061,108.625263729607
Ceará,2301000,Aquiraz,Nordeste,80271,0,0,0,0,138,131,171.917629031655,163.197169588021,76,74,94.6792739594623,92.1877141184238
Santa Catarina,4201273,Arabutã,Sul,4267,0,0,0,0,11,7,257.792359971877,164.049683618467,7,7,164.049683618467,164.049683618467
Paraíba,2500809,Araçagi,Nordeste,16987,0,0,0,0,9,9,52.9816918820274,52.9816918820274,12,12,70.6422558427032,70.6422558427032
Minas Gerais,3103207,Araçaí,Sudeste,2347,0,0,0,0,2,2,85.2151682999574,85.2151682999574,2,2,85.2151682999574,85.2151682999574
Sergipe,2800308,Aracaju,Nordeste,657013,231,35.1591216612152,136,20.6997426230531,2782,2192,423.431499833337,333.631145806856,1212,1128,184.471235728973,171.686100579441
São Paulo,3502754,Araçariguama,Sudeste,22364,0,0,0,0,43,43,192.273296369165,192.273296369165,32,32,143.087104274727,143.087104274727
Bahia,2902054,Araçás,Nordeste,12177,0,0,0,0,10,10,82.1220333415455,82.1220333415455,11,11,90.3342366757001,90.3342366757001
Ceará,2301109,Aracati,Nordeste,74547,0,0,0,0,107,86,143.533609669068,115.363461977008,135,130,181.093806591815,174.386628569896
Bahia,2902005,Aracatu,Nordeste,13135,0,0,0,0,11,10,83.7457175485344,76.1324704986677,11,11,83.7457175485344,83.7457175485344
São Paulo,3502804,Araçatuba,Sudeste,197016,28,14.2120436918829,20,10.1514597799164,606,349,307.589231331466,177.14297315954,309,287,156.840053599708,145.6734478418
Bahia,2902104,Araci,Nordeste,54379,0,0,0,0,27,25,49.6515198881921,45.9736295261038,46,46,84.591478328031,84.591478328031
Minas Gerais,3103306,Aracitaba,Sudeste,2063,0,0,0,0,4,4,193.892389723703,193.892389723703,1,1,48.4730974309258,48.4730974309258
Ceará,2301208,Aracoiaba,Nordeste,26469,0,0,0,0,28,28,105.784124825267,105.784124825267,39,39,147.342173863765,147.342173863765
Pernambuco,2601052,Araçoiaba,Nordeste,20524,0,0,0,0,12,11,58.4681348664978,53.5957902942896,13,13,63.3404794387059,63.3404794387059
São Paulo,3502903,Araçoiaba da Serra,Sudeste,34146,0,0,0,0,61,43,178.644643589293,125.929830726879,36,30,105.429625724829,87.8580214373572
Espírito Santo,3200607,Aracruz,Sudeste,101220,10,9.87947046038332,8,7.90357636830666,204,123,201.54119739182,121.517486662715,101,90,99.7826516498716,88.9152341434499
Goiás,5201603,Araçu,Centro-Oeste,3522,0,0,0,0,1,1,28.3929585462805,28.3929585462805,4,4,113.571834185122,113.571834185122
Minas Gerais,3103405,Araçuaí,Sudeste,36708,0,0,0,0,67,62,182.52152119429,168.90051214994,40,40,108.9680723548,108.9680723548
Goiás,5201702,Aragarças,Centro-Oeste,20118,0,0,0,0,25,25,124.266825728204,124.266825728204,15,15,74.5600954369222,74.5600954369222
Goiás,5201801,Aragoiânia,Centro-Oeste,10308,0,0,0,0,9,9,87.3108265424913,87.3108265424913,10,10,97.012029491657,97.012029491657
Tocantins,1701309,Aragominas,Norte,5758,0,0,0,0,3,3,52.1014241055922,52.1014241055922,8,8,138.937130948246,138.937130948246
Tocantins,1701903,Araguacema,Norte,7086,0,0,0,0,5,5,70.5616709003669,70.5616709003669,4,4,56.4493367202935,56.4493367202935
Tocantins,1702000,Araguaçu,Norte,8517,0,0,0,0,9,9,105.671010919338,105.671010919338,13,13,152.635904661266,152.635904661266
Mato Grosso,5101001,Araguaiana,Centro-Oeste,3100,0,0,0,0,1,1,32.258064516129,32.258064516129,4,4,129.032258064516,129.032258064516
Tocantins,1702109,Araguaína,Norte,180470,29,16.069152767773,29,16.069152767773,485,421,268.742727323101,233.279769490774,473,467,262.09342272954,258.768770432759
Mato Grosso,5101209,Araguainha,Centro-Oeste,935,0,0,0,0,0,0,0,0,2,2,213.903743315508,213.903743315508
Tocantins,1702158,Araguanã,Norte,5729,0,0,0,0,1,1,17.4550532379124,17.4550532379124,6,6,104.730319427474,104.730319427474
Maranhão,2100873,Araguanã,Nordeste,15426,0,0,0,0,1,1,6.48256190846623,6.48256190846623,7,7,45.3779333592636,45.3779333592636
Goiás,5202155,Araguapaz,Centro-Oeste,7770,0,0,0,0,5,5,64.3500643500644,64.3500643500643,6,6,77.2200772200772,77.2200772200772
Minas Gerais,3103504,Araguari,Sudeste,117267,18,15.3495868402875,10,8.52754824460419,319,259,272.028789002874,220.863499535249,112,104,95.508540339567,88.6865017438836
Tocantins,1702208,Araguatins,Norte,35761,0,0,0,0,12,12,33.5561086099382,33.5561086099382,29,29,81.093929140684,81.093929140684
Maranhão,2100907,Araioses,Nordeste,46440,0,0,0,0,24,24,51.6795865633075,51.6795865633075,27,27,58.1395348837209,58.1395348837209
Mato Grosso do Sul,5001243,Aral Moreira,Centro-Oeste,12149,0,0,0,0,6,6,49.3867808050045,49.3867808050045,11,11,90.5424314758416,90.5424314758416
Bahia,2902203,Aramari,Nordeste,11397,0,0,0,0,2,2,17.5484776695622,17.5484776695622,6,6,52.6454330086865,52.6454330086865
Rio Grande do Sul,4300851,Arambaré,Sul,3581,0,0,0,0,7,7,195.476123987713,195.476123987713,10,6,279.251605696733,167.55096341804
Maranhão,2100956,Arame,Nordeste,32701,0,0,0,0,12,12,36.6961255007492,36.6961255007492,19,19,58.1021987095196,58.1021987095196
São Paulo,3503000,Aramina,Sudeste,5620,0,0,0,0,8,8,142.348754448399,142.348754448399,8,8,142.348754448399,142.348754448399
São Paulo,3503109,Arandu,Sudeste,6357,0,0,0,0,9,9,141.576215195847,141.576215195847,9,9,141.576215195847,141.576215195847
Minas Gerais,3103603,Arantina,Sudeste,2795,0,0,0,0,2,2,71.5563506261181,71.5563506261181,3,3,107.334525939177,107.334525939177
São Paulo,3503158,Arapeí,Sudeste,2469,0,0,0,0,5,5,202.511138112596,202.511138112596,6,6,243.013365735115,243.013365735115
Alagoas,2700300,Arapiraca,Nordeste,231747,100,43.1505046451518,63,27.1848179264457,596,506,257.177007685105,218.341553504468,345,335,148.869241025774,144.554190561259
Tocantins,1702307,Arapoema,Norte,6643,0,0,0,0,15,15,225.801595664609,225.801595664609,16,16,240.855035375583,240.855035375583
Minas Gerais,3103702,Araponga,Sudeste,8439,0,0,0,0,7,7,82.9482166133428,82.9482166133428,1,1,11.8497452304775,11.8497452304775
Paraná,4101507,Arapongas,Sul,123027,79,64.2135466198477,68,55.2724198753119,311,256,252.790037959147,208.084404236468,291,276,236.533443878173,224.340998317443
Minas Gerais,3103751,Araporã,Sudeste,6869,0,0,0,0,36,36,524.093754549425,524.093754549425,7,7,101.907118940166,101.907118940166
Paraná,4101606,Arapoti,Sul,28115,0,0,0,0,16,13,56.90912324382,46.2386626356038,18,18,64.0227636492975,64.0227636492975
Minas Gerais,3103801,Arapuá,Sudeste,2834,0,0,0,0,7,7,247.000705716302,247.000705716302,3,3,105.857445306987,105.857445306987
Paraná,4101655,Arapuã,Sul,3068,0,0,0,0,4,4,130.378096479791,130.378096479791,4,4,130.378096479791,130.378096479791
